"","Item","RT","Response","Participant","Condition"
"1",74,1143.41245612013,1,10,"Control"
"2",7,838.644321233005,1,10,"Control"
"4",8,2488.96073691867,1,10,"Control"
"5",17,1908.58330634001,1,10,"Control"
"6",20,1844.65268675558,1,10,"Control"
"7",58,1784.7059646956,1,10,"Control"
"8",62,732.893136930215,1,10,"Control"
"9",35,1232.85925509117,1,10,"Control"
"11",43,1420.57140101315,1,10,"Control"
"12",81,1000.65013984567,1,10,"Control"
"13",39,1268.9021228507,1,10,"Control"
"14",9,1060.82677172526,1,10,"Control"
"15",4,1388.69465699463,1,10,"Control"
"16",23,2094.70765919468,1,10,"Control"
"17",50,1136.89864233675,1,10,"Control"
"18",75,949.031184129126,1,10,"Control"
"19",36,1748.7879584769,1,10,"Control"
"20",30,2109.36942509943,1,10,"Control"
"21",64,1176.8308674873,1,10,"Control"
"22",11,1000.9185153358,1,10,"Control"
"23",55,920.800194624462,1,10,"Control"
"24",2,820.74317452134,1,10,"Control"
"25",61,620.790193894209,1,10,"Control"
"26",5,1916.66998406072,1,10,"Control"
"27",34,696.954959548748,1,10,"Control"
"28",38,1116.70441841488,1,10,"Control"
"29",59,577.480460404331,1,10,"Control"
"30",24,908.697361152008,1,10,"Control"
"32",90,1608.81292958584,1,10,"Control"
"33",53,1624.84047337784,1,10,"Control"
"34",37,848.875112675159,1,10,"Control"
"35",22,1017.03098735743,1,10,"Control"
"36",76,1376.9739298732,1,10,"Control"
"37",78,641.079502307548,1,10,"Control"
"38",32,1536.714063408,1,10,"Control"
"39",65,1952.95801257089,1,10,"Control"
"40",52,729.094000937039,1,10,"Control"
"41",26,1744.88765085698,1,10,"Control"
"42",3,1104.77540826469,1,10,"Control"
"43",19,929.419848936959,1,10,"Control"
"44",13,681.117217824067,1,10,"Control"
"45",69,3402.38552886512,1,10,"Control"
"46",45,1121.8647909991,1,10,"Control"
"47",87,2141.51449948986,1,10,"Control"
"48",80,2256.51940812531,1,10,"Control"
"49",56,621.330424528423,1,10,"Control"
"50",44,1208.79895468897,1,10,"Control"
"51",57,2204.92284610373,1,10,"Control"
"52",70,824.803567302297,1,10,"Control"
"53",29,1396.75130503019,1,10,"Control"
"54",85,897.05252177373,1,10,"Control"
"55",68,788.857218594785,1,10,"Control"
"56",18,1456.62804904714,1,10,"Control"
"57",25,2248.71726808851,1,10,"Control"
"58",21,2021.28871078094,1,10,"Control"
"59",12,1244.81909191309,1,10,"Control"
"60",42,1528.80018045107,1,10,"Control"
"61",89,920.743783324724,1,10,"Control"
"63",60,1196.89092471526,1,10,"Control"
"65",71,888.779016382614,1,10,"Control"
"66",54,1248.53650565274,1,10,"Control"
"67",84,1300.77162184534,1,10,"Control"
"68",15,1200.72232796156,1,10,"Control"
"69",63,732.850532967859,1,10,"Control"
"70",27,1532.68172741082,1,10,"Control"
"71",73,816.655272326898,1,10,"Control"
"72",14,917.04901590856,1,10,"Control"
"73",82,1140.80473334252,1,10,"Control"
"74",16,692.666181748791,1,10,"Control"
"75",10,1232.78611919159,1,10,"Control"
"76",33,676.934940904175,1,10,"Control"
"77",66,3272.66051221523,1,10,"Control"
"78",6,1604.57024742936,1,10,"Control"
"79",79,852.631641697371,1,10,"Control"
"80",51,936.801284620742,1,10,"Control"
"81",28,1520.54020571086,1,10,"Control"
"82",83,664.617313203053,1,10,"Control"
"83",86,1152.87415973216,1,10,"Control"
"84",31,1812.72928469116,1,10,"Control"
"85",67,1132.89813149822,1,10,"Control"
"86",1,1817.42231292446,1,10,"Control"
"87",40,1405.27023281902,1,10,"Control"
"88",72,909.552038854599,1,10,"Control"
"89",77,1136.61693168251,1,10,"Control"
"90",41,644.635336171632,1,10,"Control"
"91",51,949.29795061762,1,10,"Foot"
"92",5,592.825366376928,1,10,"Foot"
"93",87,1268.39135650152,1,10,"Foot"
"94",39,1012.51212530042,1,10,"Foot"
"95",55,748.488244189502,1,10,"Foot"
"96",34,912.518839711993,1,10,"Foot"
"97",44,860.510679991421,1,10,"Foot"
"98",24,1032.37516251102,1,10,"Foot"
"99",38,572.547835257865,1,10,"Foot"
"100",74,792.671593491832,1,10,"Foot"
"101",57,776.557061348285,1,10,"Foot"
"102",65,792.759658521391,1,10,"Foot"
"103",23,1304.71192895493,1,10,"Foot"
"104",56,832.503344747238,1,10,"Foot"
"105",81,904.645193833858,1,10,"Foot"
"106",64,1760.77288369925,1,10,"Foot"
"107",79,2084.53281891343,1,10,"Foot"
"108",41,1308.48850885013,1,10,"Foot"
"109",31,3172.68500384307,1,10,"Foot"
"110",90,1216.93979110933,1,10,"Foot"
"111",69,1028.75277912608,1,10,"Foot"
"112",36,1472.53463499874,1,10,"Foot"
"113",71,968.753636687325,1,10,"Foot"
"114",85,1396.61670826899,1,10,"Foot"
"115",37,1672.56999952951,1,10,"Foot"
"116",15,1016.92735861434,1,10,"Foot"
"117",83,636.593072911637,1,10,"Foot"
"119",61,656.283889788028,1,10,"Foot"
"120",18,1172.49207829809,1,10,"Foot"
"121",53,740.787441194698,1,10,"Foot"
"122",58,764.661058288766,1,10,"Foot"
"123",88,796.905505834729,1,10,"Foot"
"124",60,888.758400105871,1,10,"Foot"
"125",82,1687.91484835674,1,10,"Foot"
"126",1,972.637246781233,1,10,"Foot"
"127",16,1004.53782507611,1,10,"Foot"
"128",4,1964.74210429369,1,10,"Foot"
"129",30,1049.05091749606,1,10,"Foot"
"131",10,568.441013005213,1,10,"Foot"
"133",13,1108.50332112022,1,10,"Foot"
"134",35,1436.73797158408,1,10,"Foot"
"135",75,869.026892029069,1,10,"Foot"
"136",77,776.738430438854,1,10,"Foot"
"137",40,1508.38858188945,1,10,"Foot"
"138",70,1400.7260477847,1,10,"Foot"
"139",54,895.883360899461,1,10,"Foot"
"140",73,948.55480230035,1,10,"Foot"
"141",19,759.896382860461,1,10,"Foot"
"142",50,1112.6421008521,1,10,"Foot"
"143",86,544.865479285363,1,10,"Foot"
"145",6,1364.50829806563,1,10,"Foot"
"146",27,872.739511843974,1,10,"Foot"
"147",32,772.691324706102,1,10,"Foot"
"148",66,556.852118770621,1,10,"Foot"
"149",59,796.448681649053,1,10,"Foot"
"150",26,1560.41232035568,1,10,"Foot"
"151",25,864.674081967678,1,10,"Foot"
"152",12,1632.49463035754,1,10,"Foot"
"153",29,1180.5552315127,1,10,"Foot"
"154",21,676.807853822538,1,10,"Foot"
"155",3,852.779600692884,1,10,"Foot"
"156",43,2016.75362938113,1,10,"Foot"
"157",76,1996.747757923,1,10,"Foot"
"159",22,1524.8028455062,1,10,"Foot"
"160",62,573.046355151746,1,10,"Foot"
"161",45,860.702755708189,1,10,"Foot"
"162",72,612.347911734105,1,10,"Foot"
"163",80,1356.60955776984,1,10,"Foot"
"164",17,1324.66896495316,1,10,"Foot"
"165",68,612.425637049455,1,10,"Foot"
"166",9,1244.79574785437,1,10,"Foot"
"167",89,1152.67856826904,1,10,"Foot"
"168",8,1892.48045825661,1,10,"Foot"
"169",84,916.274893559603,1,10,"Foot"
"170",42,1952.32932292856,1,10,"Foot"
"171",28,728.679353651387,1,10,"Foot"
"172",33,752.576041122666,1,10,"Foot"
"173",7,652.010474193958,1,10,"Foot"
"174",14,920.205017337139,1,10,"Foot"
"175",67,1948.80405107688,1,10,"Foot"
"176",2,613.048967359646,1,10,"Foot"
"177",63,928.76060330309,1,10,"Foot"
"178",52,832.472695517936,1,10,"Foot"
"179",78,680.608893548197,1,10,"Foot"
"180",11,612.774258119316,1,10,"Foot"
"181",71,2111.06597465914,1,10,"Finger"
"182",56,759.735422529047,1,10,"Finger"
"183",12,1667.98197445314,1,10,"Finger"
"184",51,723.83659200932,1,10,"Finger"
"185",1,1163.87114881582,1,10,"Finger"
"186",38,726.548554044712,1,10,"Finger"
"187",84,869.740666286816,1,10,"Finger"
"188",11,601.903805749316,1,10,"Finger"
"189",36,867.801488271652,1,10,"Finger"
"190",88,671.6977512624,1,10,"Finger"
"191",37,1066.58861625692,1,10,"Finger"
"192",60,1625.69089550016,1,10,"Finger"
"193",62,913.790838356363,1,10,"Finger"
"194",26,2072.06752695129,1,10,"Finger"
"195",2,1064.44038830887,1,10,"Finger"
"196",14,712.578406291868,1,10,"Finger"
"198",13,626.327635305643,1,10,"Finger"
"199",80,1321.83876384079,1,10,"Finger"
"200",70,734.622284566285,1,10,"Finger"
"201",85,1189.77902540428,1,10,"Finger"
"202",61,743.941277232807,1,10,"Finger"
"203",32,1041.86571988248,1,10,"Finger"
"204",76,1393.71580731677,1,10,"Finger"
"205",33,1168.60802911106,1,10,"Finger"
"206",6,1432.09123147972,1,10,"Finger"
"207",30,2420.49653968206,1,10,"Finger"
"208",87,1122.49377838452,1,10,"Finger"
"209",81,977.940035576466,1,10,"Finger"
"210",72,990.038766849466,1,10,"Finger"
"211",22,611.677664732269,1,10,"Finger"
"212",74,1490.05793695324,1,10,"Finger"
"213",19,2225.65044360454,1,10,"Finger"
"214",3,650.440301949857,1,10,"Finger"
"215",82,753.884881396516,1,10,"Finger"
"216",57,661.856467588223,1,10,"Finger"
"217",41,915.885996313591,1,10,"Finger"
"219",53,843.850362398371,1,10,"Finger"
"220",23,743.820695326576,1,10,"Finger"
"221",65,936.306752650125,1,10,"Finger"
"222",59,577.888710780826,1,10,"Finger"
"223",20,1261.87822842257,1,10,"Finger"
"224",18,1036.3286544125,1,10,"Finger"
"225",45,1134.10010397274,1,10,"Finger"
"226",58,979.70025950417,1,10,"Finger"
"227",43,1655.98398473958,1,10,"Finger"
"228",24,1904.50784608402,1,10,"Finger"
"229",78,955.700896658527,1,10,"Finger"
"230",75,1995.88487280562,1,10,"Finger"
"231",7,1396.53805966009,1,10,"Finger"
"232",10,871.789091012033,1,10,"Finger"
"233",28,613.864788425417,1,10,"Finger"
"234",69,606.586629601225,1,10,"Finger"
"235",35,598.628142710368,1,10,"Finger"
"236",25,593.921466534084,1,10,"Finger"
"237",15,2138.54430319043,1,10,"Finger"
"238",86,1195.91583953661,1,10,"Finger"
"239",5,1540.80343927126,1,10,"Finger"
"240",9,1793.86189780416,1,10,"Finger"
"241",73,1037.76941479009,1,10,"Finger"
"242",4,1087.84955725423,1,10,"Finger"
"244",8,2395.79916478033,1,10,"Finger"
"245",79,1251.84673065451,1,10,"Finger"
"246",27,984.157014088851,1,10,"Finger"
"247",54,1226.07757708829,1,10,"Finger"
"248",55,647.944815322262,1,10,"Finger"
"249",39,1060.35266957042,1,10,"Finger"
"250",40,866.167770986067,1,10,"Finger"
"251",90,661.759578611964,1,10,"Finger"
"252",66,1059.74161879931,1,10,"Finger"
"254",67,1089.86388918856,1,10,"Finger"
"255",16,2071.90365236966,1,10,"Finger"
"256",21,1329.98424381003,1,10,"Finger"
"257",64,1868.55694104815,1,10,"Finger"
"258",77,1846.64071225416,1,10,"Finger"
"259",29,1256.61758344359,1,10,"Finger"
"260",31,2064.592675928,1,10,"Finger"
"261",44,2001.83375853157,1,10,"Finger"
"262",89,1116.21769988051,1,10,"Finger"
"263",83,631.981583483139,1,10,"Finger"
"264",34,701.98044364588,1,10,"Finger"
"265",63,1306.52071766963,1,10,"Finger"
"266",52,699.797079305426,1,10,"Finger"
"267",42,1188.11035217732,1,10,"Finger"
"268",17,1042.51986182862,1,10,"Finger"
"269",50,1026.50412239382,1,10,"Finger"
"270",68,780.587382334488,1,10,"Finger"
"271",13,920.914972095488,1,10,"Mouth"
"272",34,508.597790361819,1,10,"Mouth"
"273",84,1528.66460325095,1,10,"Mouth"
"274",20,812.757500010775,1,10,"Mouth"
"275",24,1104.20840805455,1,10,"Mouth"
"276",79,1008.89415388883,1,10,"Mouth"
"277",58,1316.59881032465,1,10,"Mouth"
"278",56,748.553786204866,1,10,"Mouth"
"279",57,1428.8084707805,1,10,"Mouth"
"280",78,724.75157871304,1,10,"Mouth"
"281",61,712.797771884652,1,10,"Mouth"
"282",37,868.772723875736,1,10,"Mouth"
"283",43,628.771444404265,1,10,"Mouth"
"284",89,1761.08817286877,1,10,"Mouth"
"285",72,456.588051711151,1,10,"Mouth"
"286",36,764.596803481254,1,10,"Mouth"
"288",26,1116.64273199494,1,10,"Mouth"
"289",2,804.983449837891,1,10,"Mouth"
"290",15,844.495075896702,1,10,"Mouth"
"291",32,568.583766053052,1,10,"Mouth"
"292",54,1172.0460810393,1,10,"Mouth"
"293",83,836.636638839991,1,10,"Mouth"
"295",4,1272.70044682518,1,10,"Mouth"
"296",55,1308.66027505544,1,10,"Mouth"
"297",29,1584.67183623725,1,10,"Mouth"
"298",62,548.467871951289,1,10,"Mouth"
"299",11,772.773173277528,1,10,"Mouth"
"300",71,704.51568615681,1,10,"Mouth"
"301",51,952.448430311051,1,10,"Mouth"
"302",16,668.478090505232,1,10,"Mouth"
"303",31,1352.55610325112,1,10,"Mouth"
"305",50,624.401840577775,1,10,"Mouth"
"306",69,784.595893070218,1,10,"Mouth"
"307",74,744.659069485351,1,10,"Mouth"
"308",81,780.457759941783,1,10,"Mouth"
"309",82,688.640317850513,1,10,"Mouth"
"310",77,468.557849308127,1,10,"Mouth"
"312",68,612.582877129171,1,10,"Mouth"
"313",63,648.580939450767,1,10,"Mouth"
"314",12,1784.48858103002,1,10,"Mouth"
"315",73,580.750114499097,1,10,"Mouth"
"316",45,1024.62744282457,1,10,"Mouth"
"317",44,1128.51553234577,1,10,"Mouth"
"318",1,1460.56100888381,1,10,"Mouth"
"319",65,999.909259171545,1,10,"Mouth"
"320",70,1072.60628004951,1,10,"Mouth"
"321",67,932.452793305856,1,10,"Mouth"
"322",40,1063.96355234756,1,10,"Mouth"
"323",7,1228.78097683133,1,10,"Mouth"
"325",27,1180.70986410385,1,10,"Mouth"
"326",42,936.255273616553,1,10,"Mouth"
"327",85,692.623277034727,1,10,"Mouth"
"328",39,700.912412299658,1,10,"Mouth"
"329",66,1200.78978273159,1,10,"Mouth"
"330",33,1544.82543554695,1,10,"Mouth"
"331",22,821.004738067131,1,10,"Mouth"
"332",52,1748.43894042351,1,10,"Mouth"
"333",18,924.735133379727,1,10,"Mouth"
"334",90,896.935735308944,1,10,"Mouth"
"335",14,852.848041915422,1,10,"Mouth"
"336",5,640.664289610868,1,10,"Mouth"
"337",8,1728.70517071715,1,10,"Mouth"
"338",19,592.780106806458,1,10,"Mouth"
"339",30,1056.64773687022,1,10,"Mouth"
"340",21,672.777427571418,1,10,"Mouth"
"341",87,904.830644074536,1,10,"Mouth"
"342",23,860.493158412282,1,10,"Mouth"
"343",76,996.564935358037,1,10,"Mouth"
"344",64,1636.66582170845,1,10,"Mouth"
"345",25,652.66378907836,1,10,"Mouth"
"346",9,1316.80678057819,1,10,"Mouth"
"347",88,1092.79868143494,1,10,"Mouth"
"348",53,556.732595498033,1,10,"Mouth"
"349",10,880.771236890723,1,10,"Mouth"
"350",86,1700.54571713627,1,10,"Mouth"
"351",75,916.787190712057,1,10,"Mouth"
"352",3,1032.98907640055,1,10,"Mouth"
"353",80,813.005153962877,1,10,"Mouth"
"354",35,1508.53093193291,1,10,"Mouth"
"355",41,932.833630500681,1,10,"Mouth"
"356",17,741.102598032739,1,10,"Mouth"
"357",28,524.740517630562,1,10,"Mouth"
"358",59,700.552645506832,1,10,"Mouth"
"359",60,1400.77854334959,1,10,"Mouth"
"360",38,588.623862637178,1,10,"Mouth"
"361",57,2053.18681392237,1,11,"Control"
"362",67,1512.4642255978,1,11,"Control"
"363",45,2824.6130211046,1,11,"Control"
"364",41,796.731601309148,1,11,"Control"
"365",30,892.564982626936,1,11,"Control"
"367",88,1084.59932546975,1,11,"Control"
"368",44,1228.82225148351,1,11,"Control"
"369",42,1368.74260439072,1,11,"Control"
"370",22,880.942422656517,1,11,"Control"
"371",66,796.590288853622,1,11,"Control"
"372",2,768.655148160178,1,11,"Control"
"373",75,2040.41365524608,1,11,"Control"
"374",77,1164.5540362515,1,11,"Control"
"375",4,3704.55487920844,1,11,"Control"
"376",24,728.829102088639,1,11,"Control"
"377",3,4227.76551279821,1,11,"Control"
"378",23,772.679980495013,1,11,"Control"
"379",40,2128.95384935837,1,11,"Control"
"380",26,1384.88415272877,1,11,"Control"
"381",55,1500.5816058183,1,11,"Control"
"382",81,1016.63295038452,1,11,"Control"
"383",85,1136.89507846721,1,11,"Control"
"384",11,604.699291521683,1,11,"Control"
"385",14,956.809823721414,1,11,"Control"
"386",71,1856.76382688689,1,11,"Control"
"387",33,1120.91689644876,1,11,"Control"
"388",13,720.753648281971,1,11,"Control"
"389",18,1404.51678688987,1,11,"Control"
"390",84,1216.59928723238,1,11,"Control"
"391",6,1236.86026818177,1,11,"Control"
"392",29,1320.79623893515,1,11,"Control"
"393",20,1292.58563413168,1,11,"Control"
"394",74,996.724199474556,1,11,"Control"
"395",72,1012.72979767964,1,11,"Control"
"396",58,1772.42900413694,1,11,"Control"
"397",35,1492.63090529712,1,11,"Control"
"398",31,1240.61528444872,1,11,"Control"
"399",61,948.872668879631,1,11,"Control"
"400",34,664.480039784394,1,11,"Control"
"401",59,752.913185649959,1,11,"Control"
"402",79,1408.7804883311,1,11,"Control"
"403",27,2088.31092058972,1,11,"Control"
"404",82,1508.39728553547,1,11,"Control"
"405",62,1184.86003918224,1,11,"Control"
"406",76,988.622475328157,1,11,"Control"
"407",39,1372.56123186671,1,11,"Control"
"409",73,1872.6111293945,1,11,"Control"
"410",86,704.502059270453,1,11,"Control"
"411",9,1200.76607777446,1,11,"Control"
"412",63,856.637229167973,1,11,"Control"
"413",8,1268.58235855616,1,11,"Control"
"414",80,692.650269164005,1,11,"Control"
"415",17,684.887575240282,1,11,"Control"
"416",15,3336.2190974949,1,11,"Control"
"417",10,992.648730200017,1,11,"Control"
"418",78,772.670506936265,1,11,"Control"
"419",53,1272.39148839726,1,11,"Control"
"421",16,764.580734517949,1,11,"Control"
"422",60,792.670558919781,1,11,"Control"
"423",43,836.534002562985,1,11,"Control"
"424",5,624.869864623179,1,11,"Control"
"425",90,848.561098675418,1,11,"Control"
"426",7,1536.6233457753,1,11,"Control"
"427",69,1372.77226673905,1,11,"Control"
"428",52,1024.78249646083,1,11,"Control"
"429",56,801.085803839669,1,11,"Control"
"430",54,848.889055348991,1,11,"Control"
"431",21,1608.49528254766,1,11,"Control"
"432",65,1052.72154687555,1,11,"Control"
"433",1,2708.47810897976,1,11,"Control"
"434",83,1620.51900125516,1,11,"Control"
"435",36,1036.75411058066,1,11,"Control"
"436",32,908.940079825697,1,11,"Control"
"437",68,956.553252595768,1,11,"Control"
"439",25,1604.83633723197,1,11,"Control"
"440",28,1260.71946440788,1,11,"Control"
"441",64,852.473409155209,1,11,"Control"
"442",87,1508.56444729288,1,11,"Control"
"443",38,1368.70893865853,1,11,"Control"
"444",70,3316.59495344502,1,11,"Control"
"445",50,2032.66876861016,1,11,"Control"
"446",19,707.670147749013,1,11,"Control"
"447",12,828.630657822941,1,11,"Control"
"448",89,1344.32484995341,1,11,"Control"
"449",51,664.706412804662,1,11,"Control"
"450",37,1976.44622411462,1,11,"Control"
"451",18,1061.23955437215,1,11,"Foot"
"452",66,688.800045114476,1,11,"Foot"
"453",53,860.642903855478,1,11,"Foot"
"454",12,660.8245169773,1,11,"Foot"
"455",14,848.518079685164,1,11,"Foot"
"456",36,800.031766288157,1,11,"Foot"
"457",20,720.466560254863,1,11,"Foot"
"458",68,776.671171151975,1,11,"Foot"
"459",4,2624.31647798076,1,11,"Foot"
"460",77,2264.36577316053,1,11,"Foot"
"461",23,1128.61756711936,1,11,"Foot"
"462",80,1684.55773674214,1,11,"Foot"
"463",13,800.721691230137,1,11,"Foot"
"464",26,1140.59428493056,1,11,"Foot"
"465",9,1452.05470648943,1,11,"Foot"
"466",43,1076.67917792423,1,11,"Foot"
"467",33,956.369384279242,1,11,"Foot"
"468",54,1228.63999518449,1,11,"Foot"
"469",45,756.359691600665,1,11,"Foot"
"470",32,1964.69641465956,1,11,"Foot"
"471",27,1868.81205656391,1,11,"Foot"
"472",2,840.725885384018,1,11,"Foot"
"473",37,1008.45823770214,1,11,"Foot"
"474",21,812.681612267625,1,11,"Foot"
"475",79,1180.75700935879,1,11,"Foot"
"476",78,948.792167662759,1,11,"Foot"
"477",39,812.475969803927,1,11,"Foot"
"478",89,1412.75230480096,1,11,"Foot"
"479",30,848.622938479821,1,11,"Foot"
"480",34,1184.42571396008,1,11,"Foot"
"481",17,796.593094826676,1,11,"Foot"
"482",24,1612.07518528681,1,11,"Foot"
"483",59,756.462580509833,1,11,"Foot"
"484",87,832.928034011275,1,11,"Foot"
"485",76,688.374402481713,1,11,"Foot"
"486",73,836.993819197232,1,11,"Foot"
"488",56,936.752782996336,1,11,"Foot"
"490",81,1468.45705447049,1,11,"Foot"
"491",38,908.758894191124,1,11,"Foot"
"492",88,863.874768961978,1,11,"Foot"
"493",83,580.812940752367,1,11,"Foot"
"494",42,860.63992344134,1,11,"Foot"
"495",29,1620.71483331965,1,11,"Foot"
"496",35,808.89236486837,1,11,"Foot"
"497",90,1780.39218570484,1,11,"Foot"
"498",86,872.840000774886,1,11,"Foot"
"499",72,736.371404884267,1,11,"Foot"
"500",50,1008.52069404209,1,11,"Foot"
"501",41,1360.37320850301,1,11,"Foot"
"502",1,1416.42266651616,1,11,"Foot"
"503",65,1040.70552130725,1,11,"Foot"
"504",62,1412.4922660485,1,11,"Foot"
"505",71,1620.62181497458,1,11,"Foot"
"506",7,1012.48277830746,1,11,"Foot"
"507",70,796.435391595878,1,11,"Foot"
"508",63,616.871700040065,1,11,"Foot"
"509",5,1120.631736223,1,11,"Foot"
"511",3,3896.27537045453,1,11,"Foot"
"512",58,1412.41215279297,1,11,"Foot"
"513",6,1876.52039028035,1,11,"Foot"
"514",52,1464.69948486629,1,11,"Foot"
"515",75,792.702044229372,1,11,"Foot"
"516",8,1048.89620069298,1,11,"Foot"
"517",15,896.48910347023,1,11,"Foot"
"518",85,992.784466798184,1,11,"Foot"
"519",74,980.474974334356,1,11,"Foot"
"520",10,904.758515680442,1,11,"Foot"
"521",19,824.724275087647,1,11,"Foot"
"522",31,824.60250522854,1,11,"Foot"
"523",64,628.773648888455,1,11,"Foot"
"524",22,764.610279999033,1,11,"Foot"
"525",16,552.737471050932,1,11,"Foot"
"526",60,1512.44548599061,1,11,"Foot"
"528",69,1332.32712488825,1,11,"Foot"
"529",82,656.694949153461,1,11,"Foot"
"530",28,832.560778588231,1,11,"Foot"
"531",67,2424.5907275108,1,11,"Foot"
"532",40,2176.56961156172,1,11,"Foot"
"533",25,868.675738660386,1,11,"Foot"
"534",44,896.905831934419,1,11,"Foot"
"535",61,780.817087645119,1,11,"Foot"
"536",51,828.487384482287,1,11,"Foot"
"537",55,848.82800350897,1,11,"Foot"
"538",84,1044.49429352098,1,11,"Foot"
"539",11,700.871994777117,1,11,"Foot"
"540",57,1008.75242939946,1,11,"Foot"
"541",87,797.432332132303,1,11,"Finger"
"542",7,1068.75495825807,1,11,"Finger"
"543",52,1068.58253341488,1,11,"Finger"
"544",65,1204.48831551039,1,11,"Finger"
"545",4,1892.45905401913,1,11,"Finger"
"546",79,628.08122473507,1,11,"Finger"
"547",54,776.641475298675,1,11,"Finger"
"548",82,628.857241797959,1,11,"Finger"
"549",14,796.628429707198,1,11,"Finger"
"550",17,943.984987519798,1,11,"Finger"
"551",67,1900.67417520186,1,11,"Finger"
"552",9,1128.65080879419,1,11,"Finger"
"553",83,776.482981098525,1,11,"Finger"
"554",33,712.574860473978,1,11,"Finger"
"555",31,808.69338397315,1,11,"Finger"
"556",25,976.54323252209,1,11,"Finger"
"557",89,1680.55540337082,1,11,"Finger"
"558",77,940.712304887711,1,11,"Finger"
"559",60,1920.92087663332,1,11,"Finger"
"560",28,1164.89518072922,1,11,"Finger"
"561",75,1924.76486017404,1,11,"Finger"
"562",41,736.516879696865,1,11,"Finger"
"563",58,1024.36130490241,1,11,"Finger"
"564",81,1884.67276641313,1,11,"Finger"
"565",36,2296.69695342454,1,11,"Finger"
"566",15,1584.67532190843,1,11,"Finger"
"567",19,836.451432202011,1,11,"Finger"
"568",69,1664.30562785536,1,11,"Finger"
"570",26,1364.55579820904,1,11,"Finger"
"571",55,724.499900752562,1,11,"Finger"
"572",20,892.913287905685,1,11,"Finger"
"573",64,656.625091403839,1,11,"Finger"
"574",39,720.540258553228,1,11,"Finger"
"575",40,732.864478653937,1,11,"Finger"
"576",61,1740.63937478786,1,11,"Finger"
"577",42,1104.50631699496,1,11,"Finger"
"578",74,980.548708714196,1,11,"Finger"
"579",90,772.599716867262,1,11,"Finger"
"580",5,1488.57787181623,1,11,"Finger"
"581",68,1712.58899649547,1,11,"Finger"
"582",27,988.576109011774,1,11,"Finger"
"583",29,880.027884064475,1,11,"Finger"
"584",1,1568.59604645433,1,11,"Finger"
"586",88,1060.76673039206,1,11,"Finger"
"587",72,1092.74328365427,1,11,"Finger"
"588",32,836.640353081748,1,11,"Finger"
"589",24,1168.81613169244,1,11,"Finger"
"590",73,708.674231056648,1,11,"Finger"
"591",38,728.508880660229,1,11,"Finger"
"592",86,1060.5195486205,1,11,"Finger"
"593",56,904.490257482394,1,11,"Finger"
"594",18,1336.67684627289,1,11,"Finger"
"595",6,2516.7228211867,1,11,"Finger"
"596",16,708.53135168727,1,11,"Finger"
"598",80,1688.49711453367,1,11,"Finger"
"599",8,1868.60660958337,1,11,"Finger"
"600",2,640.668794818339,1,11,"Finger"
"601",66,728.492086891492,1,11,"Finger"
"602",34,672.023656836245,1,11,"Finger"
"603",45,696.706216891471,1,11,"Finger"
"604",78,1320.47158146452,1,11,"Finger"
"605",84,1828.39139860152,1,11,"Finger"
"606",71,752.387899192399,1,11,"Finger"
"607",12,1132.42432406696,1,11,"Finger"
"608",23,856.697047944181,1,11,"Finger"
"609",10,808.407631266164,1,11,"Finger"
"611",37,1756.45564010483,1,11,"Finger"
"612",21,724.689236660197,1,11,"Finger"
"613",57,964.609536720673,1,11,"Finger"
"614",30,916.006298517459,1,11,"Finger"
"615",53,2624.32185836224,1,11,"Finger"
"616",85,724.368043804134,1,11,"Finger"
"617",43,1012.69416205469,1,11,"Finger"
"618",63,824.522843096929,1,11,"Finger"
"619",76,688.578935179976,1,11,"Finger"
"620",13,676.539532469178,1,11,"Finger"
"621",44,2228.37232731399,1,11,"Finger"
"622",62,684.747165018052,1,11,"Finger"
"623",70,988.509204602451,1,11,"Finger"
"624",51,1416.41304257791,1,11,"Finger"
"625",59,648.738368996419,1,11,"Finger"
"626",50,624.723998829722,1,11,"Finger"
"627",35,1247.88575313869,1,11,"Finger"
"628",22,772.828417677374,1,11,"Finger"
"629",3,2740.38696687057,1,11,"Finger"
"630",11,1588.45710774767,1,11,"Finger"
"631",82,1796.71042650443,1,11,"Mouth"
"632",71,796.573486062698,1,11,"Mouth"
"633",2,892.919468278706,1,11,"Mouth"
"634",35,1268.59004567086,1,11,"Mouth"
"635",45,1848.48825536028,1,11,"Mouth"
"636",21,932.710654640687,1,11,"Mouth"
"637",85,1020.88459181687,1,11,"Mouth"
"638",76,1440.69514764851,1,11,"Mouth"
"639",58,1280.71968481527,1,11,"Mouth"
"640",9,2960.83717201691,1,11,"Mouth"
"641",30,1144.56131048792,1,11,"Mouth"
"642",86,1280.80008077086,1,11,"Mouth"
"643",88,900.676294608274,1,11,"Mouth"
"644",83,1248.63778855797,1,11,"Mouth"
"645",44,1564.5699329325,1,11,"Mouth"
"646",5,1140.59199322946,1,11,"Mouth"
"647",10,981.11074056942,1,11,"Mouth"
"648",59,1184.88774108118,1,11,"Mouth"
"650",7,1644.62845290836,1,11,"Mouth"
"651",73,948.621011979412,1,11,"Mouth"
"652",29,948.107683252601,1,11,"Mouth"
"653",23,904.638312713359,1,11,"Mouth"
"654",41,640.674205278629,1,11,"Mouth"
"655",78,632.661529605684,1,11,"Mouth"
