"","Item","RT","Response","Participant","Condition"
"4016",65,820.674893344403,1,21,"Control"
"4017",87,888.675862603122,1,21,"Control"
"4018",40,1464.82293527515,1,21,"Control"
"4019",76,1676.62475521502,1,21,"Control"
"4020",54,1100.76730639412,1,21,"Control"
"4021",34,1208.49694700519,1,21,"Control"
"4022",73,996.705962919805,1,21,"Control"
"4023",81,1816.5480891912,1,21,"Control"
"4024",29,1469.05907885957,1,21,"Control"
"4025",30,656.974446090317,1,21,"Control"
"4026",80,2140.89186440469,1,21,"Control"
"4027",9,2052.49299048592,1,21,"Control"
"4028",25,1420.78868423778,1,21,"Control"
"4029",13,1120.78250349077,1,21,"Control"
"4030",86,768.876956455642,1,21,"Control"
"4031",77,1660.80120641709,1,21,"Control"
"4032",12,992.794633413723,1,21,"Control"
"4033",59,596.726179461257,1,21,"Control"
"4034",50,800.814510963392,1,21,"Control"
"4035",62,896.863963396754,1,21,"Control"
"4036",63,704.736761403183,1,21,"Control"
"4037",74,800.586630150065,1,21,"Control"
"4038",1,864.811112111056,1,21,"Control"
"4041",78,740.632709072088,1,21,"Control"
"4042",42,1120.82543490033,1,21,"Control"
"4043",28,1217.26151060284,1,21,"Control"
"4044",85,776.79352623818,1,21,"Control"
"4045",23,673.007376855821,1,21,"Control"
"4046",38,1141.08054864482,1,21,"Control"
"4047",36,1756.40985026985,1,21,"Control"
"4048",7,2348.84843161126,1,21,"Control"
"4049",67,968.65733238883,1,21,"Control"
"4050",83,1500.72014306716,1,21,"Control"
"4051",60,1133.81565508826,1,21,"Foot"
"4052",63,824.86406951648,1,21,"Foot"
"4053",83,892.91283624334,1,21,"Foot"
"4054",81,1576.54043909133,1,21,"Foot"
"4055",9,3228.40946145152,1,21,"Foot"
"4056",77,928.821649802558,1,21,"Foot"
"4057",39,1172.73979635138,1,21,"Foot"
"4058",11,821.262697256316,1,21,"Foot"
"4059",20,852.786426068633,1,21,"Foot"
"4060",52,852.755515457829,1,21,"Foot"
"4061",53,644.784626754699,1,21,"Foot"
"4062",62,1464.55325986608,1,21,"Foot"
"4063",72,616.815290759405,1,21,"Foot"
"4064",16,1368.73347769142,1,21,"Foot"
"4065",3,2308.89106141694,1,21,"Foot"
"4066",27,876.634205495066,1,21,"Foot"
"4067",29,1852.77551846229,1,21,"Foot"
"4068",10,828.753062662145,1,21,"Foot"
"4069",19,672.931880733813,1,21,"Foot"
"4070",26,1044.5923507541,1,21,"Foot"
"4071",66,1744.72248329766,1,21,"Foot"
"4073",21,1020.74004511087,1,21,"Foot"
"4074",76,756.721719833877,1,21,"Foot"
"4075",57,1104.96980258176,1,21,"Foot"
"4076",43,608.823125603521,1,21,"Foot"
"4077",56,908.924711820873,1,21,"Foot"
"4078",33,744.95374707476,1,21,"Foot"
"4079",30,852.798717536643,1,21,"Foot"
"4080",32,1232.68924233707,1,21,"Foot"
"4081",73,1140.63994156822,1,21,"Foot"
"4082",23,640.726160556369,1,21,"Foot"
"4083",70,724.613314858289,1,21,"Foot"
"4085",37,964.649508710863,1,21,"Foot"
"4086",71,764.761529073439,1,21,"Foot"
"4087",38,805.026119738613,1,21,"Foot"
"4089",15,608.997545914463,1,21,"Foot"
"4090",61,668.927996823186,1,21,"Foot"
"4091",80,1192.58972782336,1,21,"Foot"
"4092",8,880.628874569084,1,21,"Foot"
"4093",87,1276.83807737776,1,21,"Foot"
"4094",18,2088.59506906447,1,21,"Foot"
"4095",64,780.720605787792,1,21,"Foot"
"4096",41,732.697108116554,1,21,"Foot"
"4097",75,880.711444220651,1,21,"Foot"
"4098",88,1024.61908058103,1,21,"Foot"
"4099",55,1012.71786255893,1,21,"Foot"
"4100",51,1120.66191059057,1,21,"Foot"
"4101",5,600.782347963104,1,21,"Foot"
"4102",84,589.034534168604,1,21,"Foot"
"4103",79,1448.85100470492,1,21,"Foot"
"4104",40,724.607173637196,1,21,"Foot"
"4105",89,1304.64027410926,1,21,"Foot"
"4106",82,1740.58024747137,1,21,"Foot"
"4107",85,844.74407252128,1,21,"Foot"
"4108",36,708.642232391867,1,21,"Foot"
"4109",34,592.773142576334,1,21,"Foot"
"4110",68,1080.94134733983,1,21,"Foot"
"4111",65,680.823287148087,1,21,"Foot"
"4112",54,708.854200769565,1,21,"Foot"
"4113",31,620.89990376262,1,21,"Foot"
"4114",86,608.60410775058,1,21,"Foot"
"4115",2,588.677844087215,1,21,"Foot"
"4116",12,1008.63186612696,1,21,"Foot"
"4117",50,684.985191724991,1,21,"Foot"
"4118",69,672.677068159828,1,21,"Foot"
"4119",35,844.68363472115,1,21,"Foot"
"4120",90,1100.767742475,1,21,"Foot"
"4122",45,1140.74374385018,1,21,"Foot"
"4123",7,1940.43996906839,1,21,"Foot"
"4124",25,797.056624778634,1,21,"Foot"
"4125",6,732.562647848681,1,21,"Foot"
"4126",59,1149.11245730764,1,21,"Foot"
"4127",67,693.02266417435,1,21,"Foot"
"4128",24,733.012962988141,1,21,"Foot"
"4129",44,680.785781187296,1,21,"Foot"
"4130",13,512.827049475163,1,21,"Foot"
"4131",28,660.723986595258,1,21,"Foot"
"4132",14,684.731570105214,1,21,"Foot"
"4133",4,1388.69793302001,1,21,"Foot"
"4134",42,940.655377544317,1,21,"Foot"
"4135",58,772.700251764036,1,21,"Foot"
"4136",1,3416.57273656892,1,21,"Foot"
"4137",74,644.71518463688,1,21,"Foot"
"4138",78,684.987874374201,1,21,"Foot"
"4139",22,696.751567527826,1,21,"Foot"
"4140",17,696.790499023336,1,21,"Foot"
"4141",85,1241.37643616632,1,21,"Finger"
"4142",82,1396.89068935331,1,21,"Finger"
"4143",13,536.617299305362,1,21,"Finger"
"4144",5,509.122428306,1,21,"Finger"
"4145",88,596.792788554012,1,21,"Finger"
"4146",45,676.941117912065,1,21,"Finger"
"4147",14,512.658568881307,1,21,"Finger"
"4148",11,448.788061265077,1,21,"Finger"
"4149",55,1356.79016132781,1,21,"Finger"
"4150",56,572.899837170553,1,21,"Finger"
"4151",75,560.940280553041,1,21,"Finger"
"4152",22,908.748920111975,1,21,"Finger"
"4153",43,640.760788381158,1,21,"Finger"
"4155",51,820.406375802122,1,21,"Finger"
"4157",70,664.906738846184,1,21,"Finger"
"4158",58,952.719536420773,1,21,"Finger"
"4159",73,668.78278189688,1,21,"Finger"
"4160",52,860.634221389773,1,21,"Finger"
"4161",89,1428.5827784588,1,21,"Finger"
"4162",72,560.863121307193,1,21,"Finger"
"4163",42,648.908881012176,1,21,"Finger"
"4164",60,648.866190200351,1,21,"Finger"
"4165",90,1012.89592489775,1,21,"Finger"
"4166",67,696.624304098805,1,21,"Finger"
"4167",16,556.675824795093,1,21,"Finger"
"4168",17,492.75104465778,1,21,"Finger"
"4169",74,1892.64726042529,1,21,"Finger"
"4170",37,780.77249038688,1,21,"Finger"
"4171",63,540.659624497493,1,21,"Finger"
"4172",57,1792.51521299011,1,21,"Finger"
"4173",68,520.988188440242,1,21,"Finger"
"4174",31,636.991025756288,1,21,"Finger"
"4175",78,596.680559388915,1,21,"Finger"
"4176",15,645.022820135637,1,21,"Finger"
"4178",34,560.998949968052,1,21,"Finger"
"4179",3,1264.80427273418,1,21,"Finger"
"4180",35,584.8110459483,1,21,"Finger"
"4181",69,616.441524351103,1,21,"Finger"
"4182",1,1033.00778758785,1,21,"Finger"
"4183",4,740.861597387266,1,21,"Finger"
"4184",8,832.853567055281,1,21,"Finger"
"4186",71,528.495151982497,1,21,"Finger"
"4187",32,972.853431721887,1,21,"Finger"
"4188",39,500.654748553643,1,21,"Finger"
"4189",18,784.697503811913,1,21,"Finger"
"4190",86,632.613829562615,1,21,"Finger"
"4191",23,476.836138426734,1,21,"Finger"
"4192",40,748.998899271101,1,21,"Finger"
"4193",9,1968.86034800264,1,21,"Finger"
"4194",77,652.660881616612,1,21,"Finger"
"4195",59,604.972191787965,1,21,"Finger"
"4196",81,1276.75233185073,1,21,"Finger"
"4197",53,644.600838219048,1,21,"Finger"
"4198",36,928.689009044319,1,21,"Finger"
"4199",80,749.112436682481,1,21,"Finger"
"4200",50,572.758697344398,1,21,"Finger"
"4201",29,604.687367831502,1,21,"Finger"
"4202",27,1776.74646903324,1,21,"Finger"
"4203",21,504.779493028764,1,21,"Finger"
"4204",54,700.73620072435,1,21,"Finger"
"4205",44,1372.58467014544,1,21,"Finger"
"4206",25,532.580589031568,1,21,"Finger"
"4207",2,828.721391164436,1,21,"Finger"
"4208",19,560.183785524714,1,21,"Finger"
"4209",12,1008.80129707366,1,21,"Finger"
"4210",38,860.718757921859,1,21,"Finger"
"4211",62,1680.93323108042,1,21,"Finger"
"4212",61,936.870956582425,1,21,"Finger"
"4213",20,508.731943460589,1,21,"Finger"
"4214",24,1552.79031470855,1,21,"Finger"
"4215",83,1400.71987927149,1,21,"Finger"
"4216",10,529.040132754744,1,21,"Finger"
"4217",87,1560.95874975654,1,21,"Finger"
"4218",84,564.729158559203,1,21,"Finger"
"4219",28,644.782960622251,1,21,"Finger"
"4220",76,492.769158558076,1,21,"Finger"
"4221",65,553.0744104326,1,21,"Finger"
"4222",6,2100.58440849753,1,21,"Finger"
"4223",79,964.78871474028,1,21,"Finger"
"4224",64,912.572419929347,1,21,"Finger"
"4225",66,568.775219009694,1,21,"Finger"
"4226",30,692.86180146446,1,21,"Finger"
"4227",26,1004.77449936807,1,21,"Finger"
"4228",33,796.806179027044,1,21,"Finger"
"4229",7,1492.79233142443,1,21,"Finger"
"4230",41,628.819225366897,1,21,"Finger"
"4231",35,1113.37074391486,1,21,"Mouth"
"4232",57,912.721117485489,1,21,"Mouth"
"4233",86,872.603780797363,1,21,"Mouth"
"4235",7,896.76539408174,1,21,"Mouth"
"4236",24,653.033433009114,1,21,"Mouth"
"4237",28,788.781479237514,1,21,"Mouth"
"4238",18,2084.59382569708,1,21,"Mouth"
"4240",60,676.914649309765,1,21,"Mouth"
"4241",37,756.873427853861,1,21,"Mouth"
"4242",19,876.810123521864,1,21,"Mouth"
"4243",11,844.567486841697,1,21,"Mouth"
"4244",23,645.044708384376,1,21,"Mouth"
"4245",36,716.676559044572,1,21,"Mouth"
"4246",8,1228.62766643084,1,21,"Mouth"
"4247",5,632.208096925751,1,21,"Mouth"
"4248",65,664.92088891755,1,21,"Mouth"
"4249",63,700.830917488929,1,21,"Mouth"
"4250",17,788.85701145191,1,21,"Mouth"
"4251",6,1124.5204652987,1,21,"Mouth"
"4252",12,888.809787546052,1,21,"Mouth"
"4253",34,968.674273379293,1,21,"Mouth"
"4254",33,677.009898390679,1,21,"Mouth"
"4255",56,804.731404266931,1,21,"Mouth"
"4256",40,968.784361240978,1,21,"Mouth"
"4257",67,876.972354621103,1,21,"Mouth"
"4258",83,956.80811024431,1,21,"Mouth"
"4259",39,632.808029902662,1,21,"Mouth"
"4260",87,1216.94915340413,1,21,"Mouth"
"4261",89,2444.72681102707,1,21,"Mouth"
"4262",74,1420.98168159646,1,21,"Mouth"
"4263",30,640.647238938982,1,21,"Mouth"
"4264",62,976.64071276813,1,21,"Mouth"
"4265",59,712.698494124197,1,21,"Mouth"
"4266",66,756.622341516049,1,21,"Mouth"
"4267",58,1072.7861300511,1,21,"Mouth"
"4268",51,732.958070933819,1,21,"Mouth"
"4269",85,792.869238037383,1,21,"Mouth"
"4270",4,2516.58322527874,1,21,"Mouth"
"4271",45,1165.06395523174,1,21,"Mouth"
"4272",29,1268.80577474003,1,21,"Mouth"
"4273",10,824.878024101054,1,21,"Mouth"
"4274",50,876.846411465522,1,21,"Mouth"
"4275",42,832.575726406503,1,21,"Mouth"
"4276",22,988.612190929416,1,21,"Mouth"
"4277",41,832.906705763889,1,21,"Mouth"
"4278",2,716.947581793647,1,21,"Mouth"
"4279",84,796.755707931879,1,21,"Mouth"
"4280",1,1844.86240424667,1,21,"Mouth"
"4281",43,780.905230392818,1,21,"Mouth"
"4282",68,956.934074456512,1,21,"Mouth"
"4283",79,908.586105560971,1,21,"Mouth"
"4284",69,660.863321947545,1,21,"Mouth"
"4285",64,1788.92187063684,1,21,"Mouth"
"4286",16,920.972964275279,1,21,"Mouth"
"4287",26,1072.64970891993,1,21,"Mouth"
"4288",72,756.603144938708,1,21,"Mouth"
"4289",76,824.718418509292,1,21,"Mouth"
"4290",3,2432.57574874951,1,21,"Mouth"
"4291",81,781.047964166646,1,21,"Mouth"
"4292",73,820.751854098489,1,21,"Mouth"
"4293",77,1212.63230478507,1,21,"Mouth"
"4295",71,696.800886769779,1,21,"Mouth"
"4296",61,872.824124937324,1,21,"Mouth"
"4297",70,712.854514833452,1,21,"Mouth"
"4298",44,804.724787863961,1,21,"Mouth"
"4299",25,3336.59374492345,1,21,"Mouth"
"4300",88,648.781536379829,1,21,"Mouth"
"4301",80,792.975632746675,1,21,"Mouth"
"4302",52,612.720741122757,1,21,"Mouth"
"4303",90,1228.78931709056,1,21,"Mouth"
"4304",14,1373.04005885744,1,21,"Mouth"
"4305",9,1160.75450495191,1,21,"Mouth"
"4306",38,868.889601941191,1,21,"Mouth"
"4307",78,901.044357800856,1,21,"Mouth"
"4308",53,576.819124402391,1,21,"Mouth"
"4309",55,1108.81267641889,1,21,"Mouth"
"4310",82,788.885284528078,1,21,"Mouth"
"4311",75,801.008371461648,1,21,"Mouth"
"4312",21,1084.86464351154,1,21,"Mouth"
"4313",20,836.776905329316,1,21,"Mouth"
"4314",13,772.839797638881,1,21,"Mouth"
"4315",15,696.821668276243,1,21,"Mouth"
"4316",31,760.968717320793,1,21,"Mouth"
"4317",27,1400.81867113622,1,21,"Mouth"
"4318",54,1340.99937573774,1,21,"Mouth"
"4320",32,1268.85722626685,1,21,"Mouth"
"4321",54,829.407626046304,1,22,"Control"
"4322",1,1180.44468045628,1,22,"Control"
"4323",28,1052.88942364132,1,22,"Control"
"4324",86,940.685779896739,1,22,"Control"
"4325",22,1040.72516164888,1,22,"Control"
"4326",33,685.191551201569,1,22,"Control"
"4327",60,752.873155892303,1,22,"Control"
"4328",81,960.863436659565,1,22,"Control"
"4329",16,784.65127623349,1,22,"Control"
"4330",23,669.189398726303,1,22,"Control"
"4331",85,2116.82877832573,1,22,"Control"
"4333",8,1260.95626216556,1,22,"Control"
"4334",69,956.621927780361,1,22,"Control"
"4335",11,692.999771432369,1,22,"Control"
"4336",30,1744.6214839656,1,22,"Control"
"4337",19,3292.55111211387,1,22,"Control"
"4338",2,565.104792593047,1,22,"Control"
"4339",3,2528.69218620253,1,22,"Control"
"4340",67,572.488552770665,1,22,"Control"
"4341",63,840.951161520934,1,22,"Control"
"4342",9,1700.86102854839,1,22,"Control"
"4343",4,1432.72977207744,1,22,"Control"
"4344",79,1068.76994264167,1,22,"Control"
"4345",34,669.005889885739,1,22,"Control"
"4346",90,3068.67633649381,1,22,"Control"
"4347",5,637.110665291402,1,22,"Control"
"4348",65,768.77440226599,1,22,"Control"
"4350",50,2556.82775321475,1,22,"Control"
"4351",58,1324.75077141135,1,22,"Control"
"4352",37,1220.81956950569,1,22,"Control"
"4353",66,2052.55676956222,1,22,"Control"
"4354",21,2136.74100620847,1,22,"Control"
"4356",10,868.695118901087,1,22,"Control"
"4357",59,728.862892741745,1,22,"Control"
"4358",72,2216.56389293275,1,22,"Control"
"4359",42,1756.69099611332,1,22,"Control"
"4360",13,724.894752420369,1,22,"Control"
"4362",29,1484.68371463605,1,22,"Control"
"4363",56,860.868775751442,1,22,"Control"
"4364",89,2208.73521600151,1,22,"Control"
"4365",83,752.771434770693,1,22,"Control"
"4366",18,916.963089515775,1,22,"Control"
"4367",27,1248.52156688212,1,22,"Control"
"4368",64,1696.63620201391,1,22,"Control"
"4369",55,937.011789650569,1,22,"Control"
"4370",45,800.931825739099,1,22,"Control"
"4371",88,1580.79454619656,1,22,"Control"
"4372",43,2948.70471224931,1,22,"Control"
"4373",40,880.710737470508,1,22,"Control"
"4374",73,976.620734250901,1,22,"Control"
"4375",17,616.712231316342,1,22,"Control"
"4376",75,1048.76625507677,1,22,"Control"
"4377",76,1076.73545874422,1,22,"Control"
"4378",31,4080.28757620559,1,22,"Control"
"4379",36,820.652292324667,1,22,"Control"
"4380",70,800.84300960516,1,22,"Control"
"4381",74,1976.77075852334,1,22,"Control"
"4382",57,2156.72161156544,1,22,"Control"
"4383",71,796.853381023539,1,22,"Control"
"4384",41,992.641800607089,1,22,"Control"
"4385",80,1668.42834783165,1,22,"Control"
"4386",24,1636.76984898484,1,22,"Control"
"4387",20,1360.85643187107,1,22,"Control"
"4388",78,672.82110416636,1,22,"Control"
"4389",32,1188.52187836819,1,22,"Control"
"4390",26,2012.61564263041,1,22,"Control"
"4391",84,1756.87471848141,1,22,"Control"
"4393",51,932.708658030606,1,22,"Control"
"4394",38,1256.71385405076,1,22,"Control"
"4395",77,1236.66511482224,1,22,"Control"
"4396",87,824.748002836714,1,22,"Control"
"4397",53,880.766868594947,1,22,"Control"
"4398",68,628.728150630195,1,22,"Control"
"4399",61,888.776961182884,1,22,"Control"
"4400",35,1800.59672960851,1,22,"Control"
"4401",62,1812.67608816052,1,22,"Control"
"4402",7,1612.80298940983,1,22,"Control"
"4403",39,924.615571737377,1,22,"Control"
"4404",82,1360.64671607528,1,22,"Control"
"4405",44,864.878536227479,1,22,"Control"
"4406",15,792.777507678693,1,22,"Control"
"4407",52,612.919903760485,1,22,"Control"
"4408",12,1844.59535735004,1,22,"Control"
"4409",14,960.804610855121,1,22,"Control"
"4410",25,1341.1884273155,1,22,"Control"
"4411",57,1357.53571523674,1,22,"Foot"
"4412",56,628.829498826235,1,22,"Foot"
"4413",73,1376.60448454335,1,22,"Foot"
"4414",17,828.808682523231,1,22,"Foot"
"4415",25,952.712886941299,1,22,"Foot"
"4416",90,1120.52845781727,1,22,"Foot"
"4417",39,1172.84457906499,1,22,"Foot"
"4418",28,1012.80292539377,1,22,"Foot"
"4419",72,1456.46686214968,1,22,"Foot"
"4420",62,960.716973644594,1,22,"Foot"
"4421",67,604.671386223345,1,22,"Foot"
"4422",37,1144.68449528431,1,22,"Foot"
"4423",87,916.740189040866,1,22,"Foot"
"4424",30,1044.72930420525,1,22,"Foot"
"4425",41,808.604818801541,1,22,"Foot"
"4426",84,2496.62991557489,1,22,"Foot"
"4428",45,1468.80035960567,1,22,"Foot"
"4429",27,2036.78638955171,1,22,"Foot"
"4430",42,1325.19218448579,1,22,"Foot"
"4431",26,3396.29995703581,1,22,"Foot"
"4432",1,1424.84197460726,1,22,"Foot"
"4433",60,652.743938473577,1,22,"Foot"
"4434",3,1884.6916839575,1,22,"Foot"
"4435",20,1164.58509033328,1,22,"Foot"
"4436",31,2680.68744431002,1,22,"Foot"
"4437",51,796.585873988079,1,22,"Foot"
"4438",38,956.500835640327,1,22,"Foot"
"4439",16,740.842015853559,1,22,"Foot"
"4440",18,972.808948466991,1,22,"Foot"
"4441",85,732.703526027763,1,22,"Foot"
"4442",59,1044.74944512549,1,22,"Foot"
"4443",78,968.715394301398,1,22,"Foot"
"4444",63,1000.83466821525,1,22,"Foot"
"4445",75,704.645319758129,1,22,"Foot"
"4446",2,760.873489289224,1,22,"Foot"
"4447",6,1376.77968679418,1,22,"Foot"
"4449",64,1032.88627140137,1,22,"Foot"
"4450",12,1616.59620416322,1,22,"Foot"
"4451",65,768.536386331107,1,22,"Foot"
"4452",19,1048.71944104161,1,22,"Foot"
"4453",81,812.769547377684,1,22,"Foot"
"4454",54,2012.60351356541,1,22,"Foot"
"4455",15,856.788779190538,1,22,"Foot"
"4456",10,813.007548280439,1,22,"Foot"
"4458",24,917.04953577937,1,22,"Foot"
"4459",34,640.899089172308,1,22,"Foot"
"4460",5,652.630082277028,1,22,"Foot"
"4461",14,584.763362763624,1,22,"Foot"
"4462",70,828.75525208874,1,22,"Foot"
"4463",8,1812.72495327721,1,22,"Foot"
"4464",76,917.018453736091,1,22,"Foot"
"4465",7,1197.01136817821,1,22,"Foot"
"4466",69,2016.7348353425,1,22,"Foot"
"4467",50,816.742066548613,1,22,"Foot"
"4468",21,1148.8128787787,1,22,"Foot"
"4469",32,1012.61508581956,1,22,"Foot"
"4470",40,912.791798673425,1,22,"Foot"
"4471",11,1004.75928164815,1,22,"Foot"
"4472",36,1004.60028355883,1,22,"Foot"
"4473",68,804.878763508896,1,22,"Foot"
"4474",83,1080.7091147326,1,22,"Foot"
"4475",66,956.569706344453,1,22,"Foot"
"4476",9,1424.89166677478,1,22,"Foot"
"4477",53,740.476856779424,1,22,"Foot"
"4479",77,1276.86024231298,1,22,"Foot"
"4480",80,801.096477840474,1,22,"Foot"
"4481",35,1708.62048291019,1,22,"Foot"
"4482",13,860.829179608118,1,22,"Foot"
"4483",22,640.58608537016,1,22,"Foot"
"4484",89,1388.62055422942,1,22,"Foot"
"4485",82,1508.83157483258,1,22,"Foot"
"4486",55,952.847578784713,1,22,"Foot"
"4487",79,813.231444222765,1,22,"Foot"
"4488",61,985.055356060911,1,22,"Foot"
"4489",23,1436.55197568296,1,22,"Foot"
"4490",33,651.755487528135,1,22,"Foot"
"4491",52,572.873549012002,1,22,"Foot"
"4492",44,792.980739402992,1,22,"Foot"
"4493",74,796.658455885336,1,22,"Foot"
"4494",71,628.945875276258,1,22,"Foot"
"4495",29,1124.76994865574,1,22,"Foot"
"4496",86,880.698277589545,1,22,"Foot"
"4498",88,1816.50374127639,1,22,"Foot"
"4499",43,604.68934373057,1,22,"Foot"
"4500",58,2256.62927885423,1,22,"Foot"
"4501",70,1757.50927928675,1,22,"Finger"
"4502",44,1364.73098021452,1,22,"Finger"
"4503",53,953.083221840643,1,22,"Finger"
"4504",60,888.844658977177,1,22,"Finger"
"4505",35,1872.62513415408,1,22,"Finger"
"4506",63,644.884047174855,1,22,"Finger"
"4507",10,1728.93630813633,1,22,"Finger"
"4508",25,1448.76792077412,1,22,"Finger"
"4509",73,880.755085392593,1,22,"Finger"
"4510",9,2316.76810422869,1,22,"Finger"
"4511",56,716.643242467399,1,22,"Finger"
"4512",4,4468.61422955408,1,22,"Finger"
"4513",76,765.041739596199,1,22,"Finger"
"4514",79,948.896665162465,1,22,"Finger"
"4515",85,1404.74941977664,1,22,"Finger"
"4516",38,1264.70818457165,1,22,"Finger"
"4517",54,972.882757403568,1,22,"Finger"
"4518",50,1272.99337801378,1,22,"Finger"
"4519",55,1021.41320959709,1,22,"Finger"
"4520",3,3244.62444845267,1,22,"Finger"
"4521",13,1640.86539709388,1,22,"Finger"
"4522",27,2776.83467208044,1,22,"Finger"
"4523",21,2768.85302399387,1,22,"Finger"
"4524",62,1216.9540405157,1,22,"Finger"
"4525",74,2088.89322205869,1,22,"Finger"
"4526",20,1764.71531395509,1,22,"Finger"
"4527",89,1876.82808145837,1,22,"Finger"
"4528",15,1288.69151897743,1,22,"Finger"
"4531",31,3992.81496509138,1,22,"Finger"
"4532",5,740.750589247909,1,22,"Finger"
"4533",87,1016.96341947536,1,22,"Finger"
"4534",72,968.76129105658,1,22,"Finger"
"4535",52,769.0665343398,1,22,"Finger"
"4536",68,596.911354426993,1,22,"Finger"
"4537",64,1508.96595690574,1,22,"Finger"
"4538",86,1157.15961676324,1,22,"Finger"
"4539",80,1592.7990311684,1,22,"Finger"
"4540",61,804.834388520248,1,22,"Finger"
"4541",69,1032.94539795024,1,22,"Finger"
"4542",42,1540.81278855665,1,22,"Finger"
"4543",81,1376.43987755291,1,22,"Finger"
"4544",58,2620.67064338044,1,22,"Finger"
"4545",71,1416.96500698163,1,22,"Finger"
"4546",88,1104.90663100791,1,22,"Finger"
"4547",22,1196.81088225843,1,22,"Finger"
"4548",12,2996.5916714973,1,22,"Finger"
"4549",2,1420.7790964756,1,22,"Finger"
"4550",36,1284.92678782277,1,22,"Finger"
"4551",77,1632.81288436337,1,22,"Finger"
"4554",51,1328.79732207948,1,22,"Finger"
"4555",29,1648.87685205758,1,22,"Finger"
"4556",78,1228.94774977976,1,22,"Finger"
"4557",6,1912.66323043601,1,22,"Finger"
"4558",75,1136.57289510229,1,22,"Finger"
"4559",83,1204.84831561043,1,22,"Finger"
"4560",7,1628.56646731598,1,22,"Finger"
"4561",67,989.070662282757,1,22,"Finger"
"4562",65,684.976034030115,1,22,"Finger"
"4563",57,1232.72415887914,1,22,"Finger"
"4564",45,1384.68739360906,1,22,"Finger"
"4566",59,632.776710273902,1,22,"Finger"
"4567",28,1816.77706472328,1,22,"Finger"
"4568",34,1032.71355029938,1,22,"Finger"
"4569",1,1433.25458486652,1,22,"Finger"
"4570",14,1072.95702262127,1,22,"Finger"
"4571",39,897.403395414585,1,22,"Finger"
"4572",24,1380.80701982835,1,22,"Finger"
"4573",40,1856.83010805224,1,22,"Finger"
"4574",90,1464.74153251256,1,22,"Finger"
"4575",19,1760.70303323286,1,22,"Finger"
"4576",84,1620.83014929885,1,22,"Finger"
"4577",23,1468.79691907816,1,22,"Finger"
"4578",11,688.928517538443,1,22,"Finger"
"4579",18,1136.76633155046,1,22,"Finger"
"4580",33,2808.66035831423,1,22,"Finger"
"4581",41,621.154325363023,1,22,"Finger"
"4582",43,3288.6627054213,1,22,"Finger"
"4583",17,644.948202185333,1,22,"Finger"
"4584",82,1384.89706429391,1,22,"Finger"
"4585",8,4508.69449034508,1,22,"Finger"
"4586",16,684.745470560301,1,22,"Finger"
"4587",32,776.774140191264,1,22,"Finger"
"4588",66,1672.71785267803,1,22,"Finger"
"4589",30,1744.70100405961,1,22,"Finger"
"4590",26,1472.72663014883,1,22,"Finger"
"4591",81,1361.5657249029,1,22,"Mouth"
"4592",18,1220.80460741927,1,22,"Mouth"
"4593",68,784.935649069666,1,22,"Mouth"
"4594",55,952.811215654947,1,22,"Mouth"
"4595",45,1312.80181306283,1,22,"Mouth"
"4596",33,1564.87398895842,1,22,"Mouth"
"4597",89,2104.57603703253,1,22,"Mouth"
"4598",90,1360.7841146295,1,22,"Mouth"
"4599",50,1944.81108117907,1,22,"Mouth"
"4600",14,656.948350409948,1,22,"Mouth"
"4601",73,980.776398359012,1,22,"Mouth"
"4602",67,653.199191856402,1,22,"Mouth"
"4603",54,956.868602177565,1,22,"Mouth"
"4604",27,1328.80494296478,1,22,"Mouth"
"4605",75,1016.78113466915,1,22,"Mouth"
"4606",88,1044.84268823217,1,22,"Mouth"
"4607",12,3064.64254044113,1,22,"Mouth"
"4609",34,1032.73668363909,1,22,"Mouth"
"4610",8,4120.84175463315,1,22,"Mouth"
"4611",70,997.226450988819,1,22,"Mouth"
"4612",85,912.575159716653,1,22,"Mouth"
"4613",74,3696.43659513167,1,22,"Mouth"
"4614",51,964.767280616798,1,22,"Mouth"
"4615",82,1644.73700715098,1,22,"Mouth"
"4616",36,1244.88464050228,1,22,"Mouth"
"4617",28,2648.80549161171,1,22,"Mouth"
"4618",9,1576.78904728164,1,22,"Mouth"
"4619",42,1816.7547855046,1,22,"Mouth"
"4620",66,1172.56740005541,1,22,"Mouth"
"4621",87,880.72194625056,1,22,"Mouth"
"4622",20,1944.67306008301,1,22,"Mouth"
"4623",30,1352.62728534508,1,22,"Mouth"
"4624",43,1800.81004532622,1,22,"Mouth"
"4625",16,768.828530428436,1,22,"Mouth"
"4626",25,1332.79233099165,1,22,"Mouth"
"4627",26,2040.84766771848,1,22,"Mouth"
"4628",80,1992.49061931914,1,22,"Mouth"
"4629",62,1377.007717987,1,22,"Mouth"
"4630",11,836.859231378185,1,22,"Mouth"
"4631",69,668.869640179764,1,22,"Mouth"
"4632",10,701.002919806342,1,22,"Mouth"
"4633",7,912.721848297224,1,22,"Mouth"
"4634",72,2360.61176387011,1,22,"Mouth"
"4635",39,968.92463191034,1,22,"Mouth"
"4637",19,3700.43707761215,1,22,"Mouth"
"4638",38,864.695439409843,1,22,"Mouth"
"4639",41,884.570032008924,1,22,"Mouth"
"4640",23,577.070168630598,1,22,"Mouth"
"4641",56,964.72395523233,1,22,"Mouth"
