"participant","phoneme","feature","muscle","repetition","value"
"volunteer 5","O","MAV","DAO","3",8.48390521841434
"volunteer 1","U","MAV","DAO","3",5.60647567355204
"volunteer 2","U","MAV","DAO","3",22.5771233972824
"volunteer 3","U","MAV","DAO","3",13.0225625950681
"volunteer 4","U","MAV","DAO","3",20.0423394721121
"volunteer 5","U","MAV","DAO","3",43.0193324308753
"volunteer 1","A","RMS","RIS","3",10.4398121927692
"volunteer 2","A","RMS","RIS","3",9.51981925661253
"volunteer 3","A","RMS","RIS","3",21.8498198419862
"volunteer 4","A","RMS","RIS","3",9.11809520533172
"volunteer 5","A","RMS","RIS","3",5.57130576563844
"volunteer 1","E","RMS","RIS","3",8.4671738883526
"volunteer 2","E","RMS","RIS","3",10.7415358779844
"volunteer 3","E","RMS","RIS","3",17.4858382786214
"volunteer 4","E","RMS","RIS","3",8.75496716146534
"volunteer 5","E","RMS","RIS","3",5.10867070666835
"volunteer 1","I","RMS","RIS","3",9.14493258024279
"volunteer 2","I","RMS","RIS","3",9.83224672457685
"volunteer 3","I","RMS","RIS","3",17.1986161658733
"volunteer 4","I","RMS","RIS","3",8.24707531730327
"volunteer 5","I","RMS","RIS","3",5.54063783384788
"volunteer 1","O","RMS","RIS","3",6.1986241558326
"volunteer 2","O","RMS","RIS","3",7.52966019485013
"volunteer 3","O","RMS","RIS","3",17.8865735179205
"volunteer 4","O","RMS","RIS","3",8.43416314101859
"volunteer 5","O","RMS","RIS","3",5.53238920122086
"volunteer 1","U","RMS","RIS","3",6.78964026852494
"volunteer 2","U","RMS","RIS","3",16.0083811574803
"volunteer 3","U","RMS","RIS","3",17.7645884791041
"volunteer 4","U","RMS","RIS","3",9.35938827711644
"volunteer 5","U","RMS","RIS","3",8.63286093259448
"volunteer 1","A","MAV","RIS","3",7.87884548383731
"volunteer 2","A","MAV","RIS","3",7.00373311096264
"volunteer 3","A","MAV","RIS","3",16.7976926929144
"volunteer 4","A","MAV","RIS","3",7.07850172087509
"volunteer 5","A","MAV","RIS","3",4.30571073193307
"volunteer 1","E","MAV","RIS","3",6.57973298226639
"volunteer 2","E","MAV","RIS","3",8.16335353690536
"volunteer 3","E","MAV","RIS","3",13.5853456244784
"volunteer 4","E","MAV","RIS","3",6.75662773578284
"volunteer 5","E","MAV","RIS","3",4.01485111368737
"volunteer 1","I","MAV","RIS","3",6.96847296615566
"volunteer 2","I","MAV","RIS","3",7.43556612588498
"volunteer 3","I","MAV","RIS","3",13.4259949808427
"volunteer 4","I","MAV","RIS","3",6.3238199584646
"volunteer 5","I","MAV","RIS","3",4.26228450266737
"volunteer 1","O","MAV","RIS","3",4.75378135200904
"volunteer 2","O","MAV","RIS","3",5.5064910841022
"volunteer 3","O","MAV","RIS","3",14.0256456799733
"volunteer 4","O","MAV","RIS","3",6.40537716321636
"volunteer 5","O","MAV","RIS","3",4.29715528981265
"volunteer 1","U","MAV","RIS","3",5.23891379501026
"volunteer 2","U","MAV","RIS","3",11.613287194554
"volunteer 3","U","MAV","RIS","3",13.5045178795619
"volunteer 4","U","MAV","RIS","3",7.28195025508875
"volunteer 5","U","MAV","RIS","3",6.63249366976905
"volunteer 1","A","RMS","ZYG","3",7.92963902057494
"volunteer 2","A","RMS","ZYG","3",12.1311154944182
"volunteer 3","A","RMS","ZYG","3",20.4952438821709
"volunteer 4","A","RMS","ZYG","3",4.76196637791185
"volunteer 5","A","RMS","ZYG","3",5.8570965192635
"volunteer 1","E","RMS","ZYG","3",10.6284123210182
"volunteer 2","E","RMS","ZYG","3",21.5991606280989
"volunteer 3","E","RMS","ZYG","3",16.4276579096287
"volunteer 4","E","RMS","ZYG","3",4.54012613147901
"volunteer 5","E","RMS","ZYG","3",5.61176523488066
"volunteer 1","I","RMS","ZYG","3",16.3273237205374
"volunteer 2","I","RMS","ZYG","3",10.7951055014826
"volunteer 3","I","RMS","ZYG","3",8.79924424902863
"volunteer 4","I","RMS","ZYG","3",4.42276828753329
"volunteer 5","I","RMS","ZYG","3",5.40554731704854
"volunteer 1","O","RMS","ZYG","3",5.34018044779115
"volunteer 2","O","RMS","ZYG","3",6.94388381668234
"volunteer 3","O","RMS","ZYG","3",8.52595260551795
"volunteer 4","O","RMS","ZYG","3",3.63496949704406
"volunteer 5","O","RMS","ZYG","3",5.83369087298507
"volunteer 1","U","RMS","ZYG","3",5.19930233916234
"volunteer 2","U","RMS","ZYG","3",9.46751229960436
"volunteer 3","U","RMS","ZYG","3",9.98617641243898
"volunteer 4","U","RMS","ZYG","3",4.60313125347391
"volunteer 5","U","RMS","ZYG","3",6.29758986697239
"volunteer 1","A","MAV","ZYG","3",6.07751233877297
"volunteer 2","A","MAV","ZYG","3",8.62324271870467
"volunteer 3","A","MAV","ZYG","3",15.2376891108186
"volunteer 4","A","MAV","ZYG","3",3.53605590160453
"volunteer 5","A","MAV","ZYG","3",4.53887691250877
"volunteer 1","E","MAV","ZYG","3",7.56680727078309
"volunteer 2","E","MAV","ZYG","3",14.5323099512266
"volunteer 3","E","MAV","ZYG","3",12.5002398570287
"volunteer 4","E","MAV","ZYG","3",3.41135080261855
"volunteer 5","E","MAV","ZYG","3",4.30369822267119
"volunteer 1","I","MAV","ZYG","3",11.7041059528096
"volunteer 2","I","MAV","ZYG","3",8.18482177432119
"volunteer 3","I","MAV","ZYG","3",6.68490424467776
"volunteer 4","I","MAV","ZYG","3",3.34644453091789
"volunteer 5","I","MAV","ZYG","3",4.11461654597045
"volunteer 1","O","MAV","ZYG","3",4.1692341865479
"volunteer 2","O","MAV","ZYG","3",5.33095261067478
"volunteer 3","O","MAV","ZYG","3",6.82693014450815
"volunteer 4","O","MAV","ZYG","3",2.79524230647163
"volunteer 5","O","MAV","ZYG","3",4.4900355758435
"volunteer 1","U","MAV","ZYG","3",3.98959188356102
"volunteer 2","U","MAV","ZYG","3",7.09526680925777
"volunteer 3","U","MAV","ZYG","3",7.65710620425572
"volunteer 4","U","MAV","ZYG","3",3.51793866187951
"volunteer 5","U","MAV","ZYG","3",4.85839470803039
"volunteer 1","A","RMS","MEN","3",12.6751576913527
"volunteer 2","A","RMS","MEN","3",26.3410976135474
"volunteer 3","A","RMS","MEN","3",16.833778296345
"volunteer 4","A","RMS","MEN","3",41.7672847910526
"volunteer 5","A","RMS","MEN","3",36.3114307486338
"volunteer 1","E","RMS","MEN","3",11.6492379933249
"volunteer 2","E","RMS","MEN","3",40.0828436827838
"volunteer 3","E","RMS","MEN","3",14.8082169657424
"volunteer 4","E","RMS","MEN","3",38.6837410517104
"volunteer 5","E","RMS","MEN","3",20.3936846326747
"volunteer 1","I","RMS","MEN","3",19.1712264977751
"volunteer 2","I","RMS","MEN","3",41.3639869148234
"volunteer 3","I","RMS","MEN","3",18.9913377046749
"volunteer 4","I","RMS","MEN","3",45.6007972556619
"volunteer 5","I","RMS","MEN","3",30.5916719328104
"volunteer 1","O","RMS","MEN","3",7.03886672716576
"volunteer 2","O","RMS","MEN","3",7.36219759578827
"volunteer 3","O","RMS","MEN","3",18.4229702408447
"volunteer 4","O","RMS","MEN","3",59.8103498446745
"volunteer 5","O","RMS","MEN","3",22.239364135444
"volunteer 1","U","RMS","MEN","3",6.68868763704502
"volunteer 2","U","RMS","MEN","3",29.4439487277106
"volunteer 3","U","RMS","MEN","3",20.3441877351013
"volunteer 4","U","RMS","MEN","3",75.1739043471115
"volunteer 5","U","RMS","MEN","3",136.574327168457
"volunteer 1","A","MAV","MEN","3",9.43749380167993
"volunteer 2","A","MAV","MEN","3",18.629113454558
"volunteer 3","A","MAV","MEN","3",12.7917838221551
"volunteer 4","A","MAV","MEN","3",29.2107324337685
"volunteer 5","A","MAV","MEN","3",25.8124835759654
"volunteer 1","E","MAV","MEN","3",8.35217574108471
"volunteer 2","E","MAV","MEN","3",29.2421724554244
"volunteer 3","E","MAV","MEN","3",11.4288580083229
"volunteer 4","E","MAV","MEN","3",28.0265318888473
"volunteer 5","E","MAV","MEN","3",14.1317205313353
"volunteer 1","I","MAV","MEN","3",13.9980903276317
"volunteer 2","I","MAV","MEN","3",30.2151603834092
"volunteer 3","I","MAV","MEN","3",14.5280308726839
"volunteer 4","I","MAV","MEN","3",31.8858886777245
"volunteer 5","I","MAV","MEN","3",21.9862219991961
"volunteer 1","O","MAV","MEN","3",5.48925376431042
"volunteer 2","O","MAV","MEN","3",5.44858064204801
"volunteer 3","O","MAV","MEN","3",15.3251323533098
"volunteer 4","O","MAV","MEN","3",43.43157729579
"volunteer 5","O","MAV","MEN","3",15.3428118114361
"volunteer 1","U","MAV","MEN","3",5.22594383928584
"volunteer 2","U","MAV","MEN","3",21.5536080188025
"volunteer 3","U","MAV","MEN","3",17.2402351018743
"volunteer 4","U","MAV","MEN","3",54.5626329407059
"volunteer 5","U","MAV","MEN","3",98.1931959775755
"volunteer 1","A","RMS","DIG","3",8.18962738291484
"volunteer 2","A","RMS","DIG","3",12.363148025228
"volunteer 3","A","RMS","DIG","3",9.88742491536868
"volunteer 4","A","RMS","DIG","3",13.4221625350109
"volunteer 5","A","RMS","DIG","3",6.01025924640025
"volunteer 1","E","RMS","DIG","3",8.10838541096462
"volunteer 2","E","RMS","DIG","3",41.8053482032475
"volunteer 3","E","RMS","DIG","3",9.18710263826293
"volunteer 4","E","RMS","DIG","3",10.3030277918507
"volunteer 5","E","RMS","DIG","3",5.70678210031674
"volunteer 1","I","RMS","DIG","3",8.39435265611274
"volunteer 2","I","RMS","DIG","3",25.5201300863043
"volunteer 3","I","RMS","DIG","3",9.38146592212118
"volunteer 4","I","RMS","DIG","3",8.3163963371646
"volunteer 5","I","RMS","DIG","3",6.44853433335495
"volunteer 1","O","RMS","DIG","3",6.10944225374101
"volunteer 2","O","RMS","DIG","3",10.2976777618
"volunteer 3","O","RMS","DIG","3",9.96528693747425
"volunteer 4","O","RMS","DIG","3",11.3780373386143
"volunteer 5","O","RMS","DIG","3",6.20901014999065
"volunteer 1","U","RMS","DIG","3",6.63003518653693
"volunteer 2","U","RMS","DIG","3",27.8189707333755
"volunteer 3","U","RMS","DIG","3",9.46614784937071
"volunteer 4","U","RMS","DIG","3",15.7014737498705
"volunteer 5","U","RMS","DIG","3",9.01348519884814
"volunteer 1","A","MAV","DIG","3",6.14057098227861
"volunteer 2","A","MAV","DIG","3",9.70186091235839
"volunteer 3","A","MAV","DIG","3",7.76628971589475
"volunteer 4","A","MAV","DIG","3",9.7333107871646
"volunteer 5","A","MAV","DIG","3",4.62637179595713
"volunteer 1","E","MAV","DIG","3",6.0646681249346
"volunteer 2","E","MAV","DIG","3",29.2928856509381
"volunteer 3","E","MAV","DIG","3",7.2759819843652
"volunteer 4","E","MAV","DIG","3",7.80160218078701
"volunteer 5","E","MAV","DIG","3",4.40228298544883
"volunteer 1","I","MAV","DIG","3",6.45406032409552
"volunteer 2","I","MAV","DIG","3",18.5234557917355
"volunteer 3","I","MAV","DIG","3",7.50116206509584
"volunteer 4","I","MAV","DIG","3",6.37631969067475
"volunteer 5","I","MAV","DIG","3",4.92121549505819
"volunteer 1","O","MAV","DIG","3",4.7163760648377
"volunteer 2","O","MAV","DIG","3",7.895450743465
"volunteer 3","O","MAV","DIG","3",7.80869839776991
"volunteer 4","O","MAV","DIG","3",8.58214879854187
"volunteer 5","O","MAV","DIG","3",4.81968575959184
"volunteer 1","U","MAV","DIG","3",5.13800537425809
"volunteer 2","U","MAV","DIG","3",18.7330520983025
"volunteer 3","U","MAV","DIG","3",7.44425969666172
"volunteer 4","U","MAV","DIG","3",11.9888507146156
"volunteer 5","U","MAV","DIG","3",6.8700397815383
"volunteer 1","A","RMS","OOS","4",6.11286610908498
"volunteer 2","A","RMS","OOS","4",6.57172825391512
"volunteer 3","A","RMS","OOS","4",11.4614407079541
"volunteer 4","A","RMS","OOS","4",13.4848640874964
"volunteer 5","A","RMS","OOS","4",4.91573574496
"volunteer 1","E","RMS","OOS","4",6.98901570499245
"volunteer 2","E","RMS","OOS","4",8.0751011317043
"volunteer 3","E","RMS","OOS","4",13.1152594851505
"volunteer 4","E","RMS","OOS","4",7.81160207737721
"volunteer 5","E","RMS","OOS","4",4.20384566380778
"volunteer 1","I","RMS","OOS","4",8.0381930264255
"volunteer 2","I","RMS","OOS","4",12.3854380547294
"volunteer 3","I","RMS","OOS","4",12.7878939457126
"volunteer 4","I","RMS","OOS","4",8.23357359264421
"volunteer 5","I","RMS","OOS","4",8.27343647756881
"volunteer 1","O","RMS","OOS","4",18.8592161167836
"volunteer 2","O","RMS","OOS","4",43.0048277182273
"volunteer 3","O","RMS","OOS","4",25.5748282325491
"volunteer 4","O","RMS","OOS","4",20.0809723944689
"volunteer 5","O","RMS","OOS","4",16.4599245791618
"volunteer 1","U","RMS","OOS","4",25.1354692174315
"volunteer 2","U","RMS","OOS","4",105.263889626764
"volunteer 3","U","RMS","OOS","4",39.9113242041489
"volunteer 4","U","RMS","OOS","4",29.6580174853452
"volunteer 5","U","RMS","OOS","4",37.9551772100523
"volunteer 1","A","MAV","OOS","4",4.65090878156945
"volunteer 2","A","MAV","OOS","4",4.93771168436437
"volunteer 3","A","MAV","OOS","4",9.01603812157797
"volunteer 4","A","MAV","OOS","4",10.1395317657505
"volunteer 5","A","MAV","OOS","4",3.85776096705332
"volunteer 1","E","MAV","OOS","4",5.30990632700915
"volunteer 2","E","MAV","OOS","4",6.16675167837638
"volunteer 3","E","MAV","OOS","4",10.3577861456528
"volunteer 4","E","MAV","OOS","4",5.89331638777202
"volunteer 5","E","MAV","OOS","4",3.24958059210005
"volunteer 1","I","MAV","OOS","4",5.97557506537676
"volunteer 2","I","MAV","OOS","4",9.07204478649026
"volunteer 3","I","MAV","OOS","4",10.1697581870592
"volunteer 4","I","MAV","OOS","4",6.01788262268518
"volunteer 5","I","MAV","OOS","4",5.67461959098155
"volunteer 1","O","MAV","OOS","4",13.7931345177114
"volunteer 2","O","MAV","OOS","4",30.4065616037961
"volunteer 3","O","MAV","OOS","4",19.034749741695
"volunteer 4","O","MAV","OOS","4",15.2778510425265
"volunteer 5","O","MAV","OOS","4",11.6525227311982
"volunteer 1","U","MAV","OOS","4",18.3427052443721
"volunteer 2","U","MAV","OOS","4",74.0264432668957
"volunteer 3","U","MAV","OOS","4",29.5660069424813
"volunteer 4","U","MAV","OOS","4",22.5954751264321
"volunteer 5","U","MAV","OOS","4",24.7761838129818
"volunteer 1","A","RMS","OOI","4",11.5263363924533
"volunteer 2","A","RMS","OOI","4",29.6081775661077
"volunteer 3","A","RMS","OOI","4",10.2058767692484
"volunteer 4","A","RMS","OOI","4",30.0698475020008
"volunteer 5","A","RMS","OOI","4",16.3512724941814
"volunteer 1","E","RMS","OOI","4",13.4222706702227
"volunteer 2","E","RMS","OOI","4",36.4296290005219
"volunteer 3","E","RMS","OOI","4",12.2556855215688
"volunteer 4","E","RMS","OOI","4",26.1890354006671
"volunteer 5","E","RMS","OOI","4",10.1149831983547
"volunteer 1","I","RMS","OOI","4",15.7053910138132
"volunteer 2","I","RMS","OOI","4",58.7280075293626
"volunteer 3","I","RMS","OOI","4",13.6697287158718
"volunteer 4","I","RMS","OOI","4",24.3975415227274
"volunteer 5","I","RMS","OOI","4",46.8413552645266
"volunteer 1","O","RMS","OOI","4",16.6635333047842
"volunteer 2","O","RMS","OOI","4",111.679051680989
"volunteer 3","O","RMS","OOI","4",14.093505063241
"volunteer 4","O","RMS","OOI","4",56.4245371875541
"volunteer 5","O","RMS","OOI","4",35.4524072518153
"volunteer 1","U","RMS","OOI","4",20.80944661296
"volunteer 2","U","RMS","OOI","4",244.896892766379
"volunteer 3","U","RMS","OOI","4",30.0963518216089
"volunteer 4","U","RMS","OOI","4",48.4717427425548
"volunteer 5","U","RMS","OOI","4",73.5214861295615
"volunteer 1","A","MAV","OOI","4",8.62474039996658
"volunteer 2","A","MAV","OOI","4",20.5843817204707
"volunteer 3","A","MAV","OOI","4",7.5908313798126
"volunteer 4","A","MAV","OOI","4",22.4933674960783
"volunteer 5","A","MAV","OOI","4",11.4907526176068
"volunteer 1","E","MAV","OOI","4",9.8939661689016
"volunteer 2","E","MAV","OOI","4",25.2801581724344
"volunteer 3","E","MAV","OOI","4",9.39661714633793
"volunteer 4","E","MAV","OOI","4",19.7178619851694
"volunteer 5","E","MAV","OOI","4",6.28611617635235
"volunteer 1","I","MAV","OOI","4",11.6214701496812
"volunteer 2","I","MAV","OOI","4",40.0984175095139
"volunteer 3","I","MAV","OOI","4",10.2423551837978
"volunteer 4","I","MAV","OOI","4",18.1768305914195
"volunteer 5","I","MAV","OOI","4",33.1540860577784
"volunteer 1","O","MAV","OOI","4",11.7955708700018
"volunteer 2","O","MAV","OOI","4",72.0618620273654
"volunteer 3","O","MAV","OOI","4",10.4642854096201
"volunteer 4","O","MAV","OOI","4",42.7516488384198
"volunteer 5","O","MAV","OOI","4",25.4068764025002
"volunteer 1","U","MAV","OOI","4",15.4088603598026
"volunteer 2","U","MAV","OOI","4",173.696044418411
"volunteer 3","U","MAV","OOI","4",23.2535901329411
"volunteer 4","U","MAV","OOI","4",36.7001247092745
"volunteer 5","U","MAV","OOI","4",51.4830698247182
"volunteer 1","A","RMS","LLS","4",11.7080253166095
"volunteer 2","A","RMS","LLS","4",9.21209668044773
"volunteer 3","A","RMS","LLS","4",6.86934107782643
"volunteer 4","A","RMS","LLS","4",8.58828220262978
"volunteer 5","A","RMS","LLS","4",3.69091881631221
"volunteer 1","E","RMS","LLS","4",11.234971367851
"volunteer 2","E","RMS","LLS","4",11.0649754604265
"volunteer 3","E","RMS","LLS","4",8.61107774696503
"volunteer 4","E","RMS","LLS","4",6.51576429139686
"volunteer 5","E","RMS","LLS","4",3.89310097391097
"volunteer 1","I","RMS","LLS","4",11.7795550329633
"volunteer 2","I","RMS","LLS","4",22.1859049854785
"volunteer 3","I","RMS","LLS","4",7.83399685398829
"volunteer 4","I","RMS","LLS","4",7.75262840415392
"volunteer 5","I","RMS","LLS","4",4.06402864293619
"volunteer 1","O","RMS","LLS","4",13.9345411891415
"volunteer 2","O","RMS","LLS","4",26.0998449166973
"volunteer 3","O","RMS","LLS","4",19.0921190439305
"volunteer 4","O","RMS","LLS","4",8.74775547185655
"volunteer 5","O","RMS","LLS","4",4.74605115808863
"volunteer 1","U","RMS","LLS","4",18.7292535385643
"volunteer 2","U","RMS","LLS","4",58.7031278054758
"volunteer 3","U","RMS","LLS","4",24.4582704009912
"volunteer 4","U","RMS","LLS","4",12.7335396304513
"volunteer 5","U","RMS","LLS","4",5.88466981774019
"volunteer 1","A","MAV","LLS","4",8.98371998855864
"volunteer 2","A","MAV","LLS","4",7.02455152993758
"volunteer 3","A","MAV","LLS","4",5.38123451168918
"volunteer 4","A","MAV","LLS","4",6.37019520868199
"volunteer 5","A","MAV","LLS","4",2.86846344430282
"volunteer 1","E","MAV","LLS","4",8.60409674111921
"volunteer 2","E","MAV","LLS","4",8.42261227140515
"volunteer 3","E","MAV","LLS","4",6.65507959323109
"volunteer 4","E","MAV","LLS","4",5.01575584756713
"volunteer 5","E","MAV","LLS","4",3.00326931751289
"volunteer 1","I","MAV","LLS","4",9.23512220194584
"volunteer 2","I","MAV","LLS","4",15.8700628115733
"volunteer 3","I","MAV","LLS","4",6.12071992645497
"volunteer 4","I","MAV","LLS","4",5.81682948221354
"volunteer 5","I","MAV","LLS","4",3.1239581426188
"volunteer 1","O","MAV","LLS","4",10.6477935545646
"volunteer 2","O","MAV","LLS","4",18.8768073658351
"volunteer 3","O","MAV","LLS","4",14.4095102195366
"volunteer 4","O","MAV","LLS","4",6.74212563134586
"volunteer 5","O","MAV","LLS","4",3.62051317660809
"volunteer 1","U","MAV","LLS","4",14.2788278825405
"volunteer 2","U","MAV","LLS","4",42.9267724162542
"volunteer 3","U","MAV","LLS","4",18.3941095759298
"volunteer 4","U","MAV","LLS","4",9.57497514973701
"volunteer 5","U","MAV","LLS","4",4.48879349246027
"volunteer 1","A","RMS","DAO","4",15.4892017956555
"volunteer 2","A","RMS","DAO","4",14.878231553254
"volunteer 3","A","RMS","DAO","4",29.1787290721903
"volunteer 4","A","RMS","DAO","4",7.83232767356169
"volunteer 5","A","RMS","DAO","4",4.45241474764823
"volunteer 1","E","RMS","DAO","4",14.0896079078515
"volunteer 2","E","RMS","DAO","4",18.2605499054473
"volunteer 3","E","RMS","DAO","4",31.3443355573822
"volunteer 4","E","RMS","DAO","4",6.97504009724389
"volunteer 5","E","RMS","DAO","4",4.02392333933238
"volunteer 1","I","RMS","DAO","4",19.0837323278133
"volunteer 2","I","RMS","DAO","4",23.3600556176793
"volunteer 3","I","RMS","DAO","4",28.0806840804909
"volunteer 4","I","RMS","DAO","4",6.61501628813406
"volunteer 5","I","RMS","DAO","4",7.16189143387714
"volunteer 1","O","RMS","DAO","4",5.1149904338154
"volunteer 2","O","RMS","DAO","4",47.4114346224793
"volunteer 3","O","RMS","DAO","4",13.9157375183885
"volunteer 4","O","RMS","DAO","4",11.5733525096569
"volunteer 5","O","RMS","DAO","4",13.5371118317287
"volunteer 1","U","RMS","DAO","4",7.99038050842151
"volunteer 2","U","RMS","DAO","4",141.007505735196
"volunteer 3","U","RMS","DAO","4",17.6191329573688
"volunteer 4","U","RMS","DAO","4",25.3039958702658
"volunteer 5","U","RMS","DAO","4",26.8538891616041
"volunteer 1","A","MAV","DAO","4",11.3446392572142
"volunteer 2","A","MAV","DAO","4",10.7611017199816
"volunteer 3","A","MAV","DAO","4",22.0538250842548
"volunteer 4","A","MAV","DAO","4",5.89110626110714
"volunteer 5","A","MAV","DAO","4",3.37003740175212
"volunteer 1","E","MAV","DAO","4",10.6271193301368
"volunteer 2","E","MAV","DAO","4",13.2651379613864
"volunteer 3","E","MAV","DAO","4",24.0961756339583
"volunteer 4","E","MAV","DAO","4",5.30613390196922
"volunteer 5","E","MAV","DAO","4",3.08977184399113
"volunteer 1","I","MAV","DAO","4",14.1588679407044
"volunteer 2","I","MAV","DAO","4",16.9071104503712
"volunteer 3","I","MAV","DAO","4",21.0702565308394
"volunteer 4","I","MAV","DAO","4",4.94826299454032
"volunteer 5","I","MAV","DAO","4",5.32810736648809
"volunteer 1","O","MAV","DAO","4",3.8443059562729
"volunteer 2","O","MAV","DAO","4",32.7276618101538
"volunteer 3","O","MAV","DAO","4",10.5224491505928
"volunteer 4","O","MAV","DAO","4",8.90724076581261
"volunteer 5","O","MAV","DAO","4",9.39073582255261
"volunteer 1","U","MAV","DAO","4",6.01104035990786
"volunteer 2","U","MAV","DAO","4",103.935510357263
"volunteer 3","U","MAV","DAO","4",13.4872767470286
"volunteer 4","U","MAV","DAO","4",18.8434070757261
"volunteer 5","U","MAV","DAO","4",18.7927365187634
"volunteer 1","A","RMS","RIS","4",9.55553833256621
"volunteer 2","A","RMS","RIS","4",8.98920552154301
"volunteer 3","A","RMS","RIS","4",15.7144991629756
"volunteer 4","A","RMS","RIS","4",9.77319071681383
"volunteer 5","A","RMS","RIS","4",5.57999864050237
"volunteer 1","E","RMS","RIS","4",8.19979859181209
"volunteer 2","E","RMS","RIS","4",11.4116849762215
"volunteer 3","E","RMS","RIS","4",18.2629039657119
"volunteer 4","E","RMS","RIS","4",8.33652116206146
"volunteer 5","E","RMS","RIS","4",5.80702698536263
"volunteer 1","I","RMS","RIS","4",10.1234999515743
"volunteer 2","I","RMS","RIS","4",11.979537136167
"volunteer 3","I","RMS","RIS","4",15.9131665763977
"volunteer 4","I","RMS","RIS","4",8.24774100937841
"volunteer 5","I","RMS","RIS","4",5.09188424202871
"volunteer 1","O","RMS","RIS","4",5.95304595136875
"volunteer 2","O","RMS","RIS","4",9.23182083231405
"volunteer 3","O","RMS","RIS","4",16.1430989477932
"volunteer 4","O","RMS","RIS","4",8.1659902239999
"volunteer 5","O","RMS","RIS","4",5.75639263905804
"volunteer 1","U","RMS","RIS","4",6.14631062858428
"volunteer 2","U","RMS","RIS","4",26.9143587245673
"volunteer 3","U","RMS","RIS","4",14.4343980430775
"volunteer 4","U","RMS","RIS","4",8.88225075001089
"volunteer 5","U","RMS","RIS","4",5.99789673635089
"volunteer 1","A","MAV","RIS","4",7.25452516827738
"volunteer 2","A","MAV","RIS","4",6.73432835231909
"volunteer 3","A","MAV","RIS","4",12.2313946596838
"volunteer 4","A","MAV","RIS","4",7.49758681496311
"volunteer 5","A","MAV","RIS","4",4.29704435313837
"volunteer 1","E","MAV","RIS","4",6.29185681415118
"volunteer 2","E","MAV","RIS","4",8.34386611703682
"volunteer 3","E","MAV","RIS","4",13.9940747986035
"volunteer 4","E","MAV","RIS","4",6.37471084307096
"volunteer 5","E","MAV","RIS","4",4.49405325180937
"volunteer 1","I","MAV","RIS","4",7.64380839726632
"volunteer 2","I","MAV","RIS","4",8.78815853323237
"volunteer 3","I","MAV","RIS","4",12.3109389597798
"volunteer 4","I","MAV","RIS","4",6.35827849212271
"volunteer 5","I","MAV","RIS","4",3.93183485552791
"volunteer 1","O","MAV","RIS","4",4.64576210265397
"volunteer 2","O","MAV","RIS","4",7.01734751746166
"volunteer 3","O","MAV","RIS","4",12.162091079612
"volunteer 4","O","MAV","RIS","4",6.36364244320192
"volunteer 5","O","MAV","RIS","4",4.44567890060218
"volunteer 1","U","MAV","RIS","4",4.73105897816354
"volunteer 2","U","MAV","RIS","4",20.2146839879034
"volunteer 3","U","MAV","RIS","4",11.1898476359819
"volunteer 4","U","MAV","RIS","4",6.79017571071464
"volunteer 5","U","MAV","RIS","4",4.61504057566849
"volunteer 1","A","RMS","ZYG","4",7.23801565277973
"volunteer 2","A","RMS","ZYG","4",8.43781236131423
"volunteer 3","A","RMS","ZYG","4",7.91378790450942
"volunteer 4","A","RMS","ZYG","4",9.46519145532997
"volunteer 5","A","RMS","ZYG","4",5.44570528132564
"volunteer 1","E","RMS","ZYG","4",7.64586428255864
"volunteer 2","E","RMS","ZYG","4",9.25148407972276
"volunteer 3","E","RMS","ZYG","4",8.45740041419882
"volunteer 4","E","RMS","ZYG","4",5.02731929679508
"volunteer 5","E","RMS","ZYG","4",5.46278242219251
"volunteer 1","I","RMS","ZYG","4",29.3200867734347
"volunteer 2","I","RMS","ZYG","4",16.9766823359077
"volunteer 3","I","RMS","ZYG","4",7.37852961864922
"volunteer 4","I","RMS","ZYG","4",4.95140201764819
"volunteer 5","I","RMS","ZYG","4",5.3712172698299
"volunteer 1","O","RMS","ZYG","4",5.45275180213042
"volunteer 2","O","RMS","ZYG","4",8.51973239636298
"volunteer 3","O","RMS","ZYG","4",8.88952401352991
"volunteer 4","O","RMS","ZYG","4",3.75976084383004
"volunteer 5","O","RMS","ZYG","4",6.53221653997051
"volunteer 1","U","RMS","ZYG","4",5.34586325985209
"volunteer 2","U","RMS","ZYG","4",16.2656014256205
"volunteer 3","U","RMS","ZYG","4",10.2849679357711
"volunteer 4","U","RMS","ZYG","4",4.03431559505032
"volunteer 5","U","RMS","ZYG","4",6.94705976906739
"volunteer 1","A","MAV","ZYG","4",5.4464901088127
"volunteer 2","A","MAV","ZYG","4",6.35231931651465
"volunteer 3","A","MAV","ZYG","4",6.16189042940254
"volunteer 4","A","MAV","ZYG","4",6.87403522876915
"volunteer 5","A","MAV","ZYG","4",4.2106867011859
"volunteer 1","E","MAV","ZYG","4",5.62617260438995
"volunteer 2","E","MAV","ZYG","4",7.03392559748245
"volunteer 3","E","MAV","ZYG","4",6.44627176019018
"volunteer 4","E","MAV","ZYG","4",3.78747030439362
"volunteer 5","E","MAV","ZYG","4",4.24269127994403
"volunteer 1","I","MAV","ZYG","4",21.4631574829415
"volunteer 2","I","MAV","ZYG","4",11.6061532654517
"volunteer 3","I","MAV","ZYG","4",5.71517242293451
"volunteer 4","I","MAV","ZYG","4",3.72056167726587
"volunteer 5","I","MAV","ZYG","4",4.0981117449573
