"participant","phoneme","feature","muscle","repetition","value"
"volunteer 2","U","MAV","OOI","2",147.133083039743
"volunteer 3","U","MAV","OOI","2",13.460756640769
"volunteer 4","U","MAV","OOI","2",45.4030006587545
"volunteer 5","U","MAV","OOI","2",91.7647200645854
"volunteer 1","A","RMS","LLS","2",9.85616983941665
"volunteer 2","A","RMS","LLS","2",9.31314213281064
"volunteer 3","A","RMS","LLS","2",9.54837816474443
"volunteer 4","A","RMS","LLS","2",6.14583657855164
"volunteer 5","A","RMS","LLS","2",4.14300224991611
"volunteer 1","E","RMS","LLS","2",10.6763464393902
"volunteer 2","E","RMS","LLS","2",12.0910449726797
"volunteer 3","E","RMS","LLS","2",10.0304192965084
"volunteer 4","E","RMS","LLS","2",5.86293044007216
"volunteer 5","E","RMS","LLS","2",4.11927898185961
"volunteer 1","I","RMS","LLS","2",10.9132854649149
"volunteer 2","I","RMS","LLS","2",11.5405045261073
"volunteer 3","I","RMS","LLS","2",9.36425182138892
"volunteer 4","I","RMS","LLS","2",5.61603509289893
"volunteer 5","I","RMS","LLS","2",4.31999235715885
"volunteer 1","O","RMS","LLS","2",11.1395240578125
"volunteer 2","O","RMS","LLS","2",16.127202038869
"volunteer 3","O","RMS","LLS","2",13.5788739528746
"volunteer 4","O","RMS","LLS","2",10.213410927347
"volunteer 5","O","RMS","LLS","2",6.4717060151052
"volunteer 1","U","RMS","LLS","2",15.2488889169211
"volunteer 2","U","RMS","LLS","2",61.7848529438186
"volunteer 3","U","RMS","LLS","2",19.674400229527
"volunteer 4","U","RMS","LLS","2",12.5818578844282
"volunteer 5","U","RMS","LLS","2",6.78008161319429
"volunteer 1","A","MAV","LLS","2",7.58666282559515
"volunteer 2","A","MAV","LLS","2",7.08978399244841
"volunteer 3","A","MAV","LLS","2",7.41750962889833
"volunteer 4","A","MAV","LLS","2",4.68920666649785
"volunteer 5","A","MAV","LLS","2",3.16905964905173
"volunteer 1","E","MAV","LLS","2",8.1235488086522
"volunteer 2","E","MAV","LLS","2",8.8689120269833
"volunteer 3","E","MAV","LLS","2",7.74543506687894
"volunteer 4","E","MAV","LLS","2",4.47960341169588
"volunteer 5","E","MAV","LLS","2",3.18242735462647
"volunteer 1","I","MAV","LLS","2",8.44476583866561
"volunteer 2","I","MAV","LLS","2",8.7954277625775
"volunteer 3","I","MAV","LLS","2",7.1872843637647
"volunteer 4","I","MAV","LLS","2",4.29638464645731
"volunteer 5","I","MAV","LLS","2",3.29650611487791
"volunteer 1","O","MAV","LLS","2",8.62032992008438
"volunteer 2","O","MAV","LLS","2",11.9978264965787
"volunteer 3","O","MAV","LLS","2",10.3103396916422
"volunteer 4","O","MAV","LLS","2",7.74158887455456
"volunteer 5","O","MAV","LLS","2",4.80578378981892
"volunteer 1","U","MAV","LLS","2",11.697841368322
"volunteer 2","U","MAV","LLS","2",45.2258424064396
"volunteer 3","U","MAV","LLS","2",14.7035783949417
"volunteer 4","U","MAV","LLS","2",9.53993651234995
"volunteer 5","U","MAV","LLS","2",5.19318988574324
"volunteer 1","A","RMS","DAO","2",11.6858553733513
"volunteer 2","A","RMS","DAO","2",7.90940406099293
"volunteer 3","A","RMS","DAO","2",27.3196283487539
"volunteer 4","A","RMS","DAO","2",8.06885893196628
"volunteer 5","A","RMS","DAO","2",5.3632661525737
"volunteer 1","E","RMS","DAO","2",13.9995921181745
"volunteer 2","E","RMS","DAO","2",8.87913578967007
"volunteer 3","E","RMS","DAO","2",19.1189583994816
"volunteer 4","E","RMS","DAO","2",6.87313847439975
"volunteer 5","E","RMS","DAO","2",4.29528094031371
"volunteer 1","I","RMS","DAO","2",13.5323780703984
"volunteer 2","I","RMS","DAO","2",14.5862477038266
"volunteer 3","I","RMS","DAO","2",23.0392600128642
"volunteer 4","I","RMS","DAO","2",6.96038114862197
"volunteer 5","I","RMS","DAO","2",5.263873169394
"volunteer 1","O","RMS","DAO","2",5.13097268589792
"volunteer 2","O","RMS","DAO","2",6.12870745767816
"volunteer 3","O","RMS","DAO","2",8.38525471109492
"volunteer 4","O","RMS","DAO","2",15.1132318421864
"volunteer 5","O","RMS","DAO","2",34.6903412968172
"volunteer 1","U","RMS","DAO","2",7.18710774930308
"volunteer 2","U","RMS","DAO","2",160.088751585958
"volunteer 3","U","RMS","DAO","2",29.7686421047857
"volunteer 4","U","RMS","DAO","2",13.4136313996052
"volunteer 5","U","RMS","DAO","2",48.3595204361269
"volunteer 1","A","MAV","DAO","2",8.90932399097829
"volunteer 2","A","MAV","DAO","2",6.00034261395007
"volunteer 3","A","MAV","DAO","2",20.3469949763355
"volunteer 4","A","MAV","DAO","2",6.09740656660566
"volunteer 5","A","MAV","DAO","2",4.10375608768594
"volunteer 1","E","MAV","DAO","2",10.5094510791371
"volunteer 2","E","MAV","DAO","2",6.55193173116629
"volunteer 3","E","MAV","DAO","2",14.5288471294008
"volunteer 4","E","MAV","DAO","2",5.28158971689582
"volunteer 5","E","MAV","DAO","2",3.26984153206667
"volunteer 1","I","MAV","DAO","2",10.1715793221967
"volunteer 2","I","MAV","DAO","2",10.7894051076938
"volunteer 3","I","MAV","DAO","2",16.808674559217
"volunteer 4","I","MAV","DAO","2",5.2264275324588
"volunteer 5","I","MAV","DAO","2",4.00332512938594
"volunteer 1","O","MAV","DAO","2",3.78375373239143
"volunteer 2","O","MAV","DAO","2",4.64880307369553
"volunteer 3","O","MAV","DAO","2",6.54893240228058
"volunteer 4","O","MAV","DAO","2",11.4082461270747
"volunteer 5","O","MAV","DAO","2",23.1359438027989
"volunteer 1","U","MAV","DAO","2",5.36776795187088
"volunteer 2","U","MAV","DAO","2",110.8308983895
"volunteer 3","U","MAV","DAO","2",21.5578585962432
"volunteer 4","U","MAV","DAO","2",10.2647816039263
"volunteer 5","U","MAV","DAO","2",37.028017809404
"volunteer 1","A","RMS","RIS","2",8.30116008758584
"volunteer 2","A","RMS","RIS","2",7.49652215156734
"volunteer 3","A","RMS","RIS","2",15.3354305570318
"volunteer 4","A","RMS","RIS","2",12.8926646777151
"volunteer 5","A","RMS","RIS","2",5.56758978710102
"volunteer 1","E","RMS","RIS","2",8.97741361004618
"volunteer 2","E","RMS","RIS","2",7.71867902538572
"volunteer 3","E","RMS","RIS","2",16.1342063150795
"volunteer 4","E","RMS","RIS","2",12.8941963560492
"volunteer 5","E","RMS","RIS","2",5.45080505916837
"volunteer 1","I","RMS","RIS","2",7.96391220941969
"volunteer 2","I","RMS","RIS","2",8.65561978808873
"volunteer 3","I","RMS","RIS","2",14.6946289993215
"volunteer 4","I","RMS","RIS","2",12.9578958750748
"volunteer 5","I","RMS","RIS","2",5.5864700706161
"volunteer 1","O","RMS","RIS","2",6.92510490208831
"volunteer 2","O","RMS","RIS","2",5.69161139606117
"volunteer 3","O","RMS","RIS","2",13.6254995352452
"volunteer 4","O","RMS","RIS","2",12.6584001890163
"volunteer 5","O","RMS","RIS","2",7.8221136432152
"volunteer 1","U","RMS","RIS","2",7.49352462542383
"volunteer 2","U","RMS","RIS","2",20.8211602652591
"volunteer 3","U","RMS","RIS","2",14.5336772767261
"volunteer 4","U","RMS","RIS","2",13.6503211153355
"volunteer 5","U","RMS","RIS","2",8.52734407182518
"volunteer 1","A","MAV","RIS","2",6.34367268569684
"volunteer 2","A","MAV","RIS","2",5.68737760869688
"volunteer 3","A","MAV","RIS","2",11.9920929653667
"volunteer 4","A","MAV","RIS","2",9.87997983825819
"volunteer 5","A","MAV","RIS","2",4.271913448086
"volunteer 1","E","MAV","RIS","2",6.85853356618264
"volunteer 2","E","MAV","RIS","2",5.88313076000867
"volunteer 3","E","MAV","RIS","2",12.4130905423876
"volunteer 4","E","MAV","RIS","2",9.88397096338381
"volunteer 5","E","MAV","RIS","2",4.17676656561447
"volunteer 1","I","MAV","RIS","2",6.14701188648841
"volunteer 2","I","MAV","RIS","2",6.52606357090221
"volunteer 3","I","MAV","RIS","2",11.4625686632158
"volunteer 4","I","MAV","RIS","2",10.1685523915509
"volunteer 5","I","MAV","RIS","2",4.3031374822816
"volunteer 1","O","MAV","RIS","2",5.31377330214326
"volunteer 2","O","MAV","RIS","2",4.33294747328214
"volunteer 3","O","MAV","RIS","2",10.6647790323243
"volunteer 4","O","MAV","RIS","2",9.72649262196789
"volunteer 5","O","MAV","RIS","2",5.88516938096287
"volunteer 1","U","MAV","RIS","2",5.77226388347772
"volunteer 2","U","MAV","RIS","2",15.8806933120058
"volunteer 3","U","MAV","RIS","2",11.3143394704994
"volunteer 4","U","MAV","RIS","2",10.4765611136731
"volunteer 5","U","MAV","RIS","2",6.37450248230943
"volunteer 1","A","RMS","ZYG","2",6.97259526607439
"volunteer 2","A","RMS","ZYG","2",10.6257805865762
"volunteer 3","A","RMS","ZYG","2",14.3063697151265
"volunteer 4","A","RMS","ZYG","2",3.7231986906622
"volunteer 5","A","RMS","ZYG","2",6.11458451343338
"volunteer 1","E","RMS","ZYG","2",7.05443547246931
"volunteer 2","E","RMS","ZYG","2",10.1339218008309
"volunteer 3","E","RMS","ZYG","2",14.5589409026662
"volunteer 4","E","RMS","ZYG","2",3.77025018779805
"volunteer 5","E","RMS","ZYG","2",6.0270651036242
"volunteer 1","I","RMS","ZYG","2",15.3845886137517
"volunteer 2","I","RMS","ZYG","2",10.3702298962281
"volunteer 3","I","RMS","ZYG","2",13.6897741558966
"volunteer 4","I","RMS","ZYG","2",3.91460297645246
"volunteer 5","I","RMS","ZYG","2",6.04152653150931
"volunteer 1","O","RMS","ZYG","2",5.21795478225937
"volunteer 2","O","RMS","ZYG","2",9.8610926154982
"volunteer 3","O","RMS","ZYG","2",10.6140201732398
"volunteer 4","O","RMS","ZYG","2",4.01766409525692
"volunteer 5","O","RMS","ZYG","2",5.88988128904171
"volunteer 1","U","RMS","ZYG","2",6.64279991705933
"volunteer 2","U","RMS","ZYG","2",25.4823467955417
"volunteer 3","U","RMS","ZYG","2",10.6283065051289
"volunteer 4","U","RMS","ZYG","2",4.24010300300306
"volunteer 5","U","RMS","ZYG","2",5.9953361984581
"volunteer 1","A","MAV","ZYG","2",5.26188508668596
"volunteer 2","A","MAV","ZYG","2",8.52174825651425
"volunteer 3","A","MAV","ZYG","2",10.7709830030137
"volunteer 4","A","MAV","ZYG","2",2.86051408809428
"volunteer 5","A","MAV","ZYG","2",4.61155095905674
"volunteer 1","E","MAV","ZYG","2",5.39318548609251
"volunteer 2","E","MAV","ZYG","2",7.78117191262011
"volunteer 3","E","MAV","ZYG","2",10.9622867655248
"volunteer 4","E","MAV","ZYG","2",2.8729018794619
"volunteer 5","E","MAV","ZYG","2",4.65581574670754
"volunteer 1","I","MAV","ZYG","2",10.9828981512251
"volunteer 2","I","MAV","ZYG","2",8.09296849424386
"volunteer 3","I","MAV","ZYG","2",10.6910111339899
"volunteer 4","I","MAV","ZYG","2",2.96561933227281
"volunteer 5","I","MAV","ZYG","2",4.73664151315925
"volunteer 1","O","MAV","ZYG","2",4.05222750549478
"volunteer 2","O","MAV","ZYG","2",7.2471996052865
"volunteer 3","O","MAV","ZYG","2",8.32737024115226
"volunteer 4","O","MAV","ZYG","2",3.05116905282114
"volunteer 5","O","MAV","ZYG","2",4.45759857105971
"volunteer 1","U","MAV","ZYG","2",5.05869886724224
"volunteer 2","U","MAV","ZYG","2",19.9463450985326
"volunteer 3","U","MAV","ZYG","2",8.20459324900622
"volunteer 4","U","MAV","ZYG","2",3.24003346142869
"volunteer 5","U","MAV","ZYG","2",4.5929593374777
"volunteer 1","A","RMS","MEN","2",8.4208637120247
"volunteer 2","A","RMS","MEN","2",15.6109401435614
"volunteer 3","A","RMS","MEN","2",14.2370079146662
"volunteer 4","A","RMS","MEN","2",29.7564240586269
"volunteer 5","A","RMS","MEN","2",34.7656494111933
"volunteer 1","E","RMS","MEN","2",22.6499287420306
"volunteer 2","E","RMS","MEN","2",24.8375266703004
"volunteer 3","E","RMS","MEN","2",16.158842745666
"volunteer 4","E","RMS","MEN","2",44.5076765933773
"volunteer 5","E","RMS","MEN","2",20.5084179390258
"volunteer 1","I","RMS","MEN","2",23.5917279995147
"volunteer 2","I","RMS","MEN","2",38.2429837335115
"volunteer 3","I","RMS","MEN","2",25.4214325141095
"volunteer 4","I","RMS","MEN","2",45.3517013573324
"volunteer 5","I","RMS","MEN","2",20.841214379461
"volunteer 1","O","RMS","MEN","2",6.83425078894299
"volunteer 2","O","RMS","MEN","2",21.9833872329641
"volunteer 3","O","RMS","MEN","2",14.0846314255585
"volunteer 4","O","RMS","MEN","2",63.1984575820264
"volunteer 5","O","RMS","MEN","2",14.3685770402293
"volunteer 1","U","RMS","MEN","2",6.40468438164703
"volunteer 2","U","RMS","MEN","2",68.4008834968582
"volunteer 3","U","RMS","MEN","2",15.6334897962377
"volunteer 4","U","RMS","MEN","2",63.6832715943323
"volunteer 5","U","RMS","MEN","2",80.5294937747848
"volunteer 1","A","MAV","MEN","2",6.48568712378139
"volunteer 2","A","MAV","MEN","2",11.5196074696987
"volunteer 3","A","MAV","MEN","2",10.5827029263031
"volunteer 4","A","MAV","MEN","2",21.1779785008473
"volunteer 5","A","MAV","MEN","2",25.6329618509289
"volunteer 1","E","MAV","MEN","2",16.0660178082832
"volunteer 2","E","MAV","MEN","2",17.9174043513436
"volunteer 3","E","MAV","MEN","2",12.3119132048743
"volunteer 4","E","MAV","MEN","2",31.2202984520397
"volunteer 5","E","MAV","MEN","2",14.6233203417219
"volunteer 1","I","MAV","MEN","2",16.9050582167828
"volunteer 2","I","MAV","MEN","2",28.4265628781783
"volunteer 3","I","MAV","MEN","2",18.7328370135792
"volunteer 4","I","MAV","MEN","2",32.7156559756906
"volunteer 5","I","MAV","MEN","2",15.4319129229549
"volunteer 1","O","MAV","MEN","2",5.2691506592427
"volunteer 2","O","MAV","MEN","2",14.9652325413675
"volunteer 3","O","MAV","MEN","2",11.0329423203067
"volunteer 4","O","MAV","MEN","2",44.7976879916231
"volunteer 5","O","MAV","MEN","2",10.0122740205484
"volunteer 1","U","MAV","MEN","2",4.9532972724508
"volunteer 2","U","MAV","MEN","2",49.6126545308123
"volunteer 3","U","MAV","MEN","2",12.3659952667642
"volunteer 4","U","MAV","MEN","2",46.715540293928
"volunteer 5","U","MAV","MEN","2",59.8218134892021
"volunteer 1","A","RMS","DIG","2",7.14361888353502
"volunteer 2","A","RMS","DIG","2",17.9603290730344
"volunteer 3","A","RMS","DIG","2",14.0696851787184
"volunteer 4","A","RMS","DIG","2",13.02505886356
"volunteer 5","A","RMS","DIG","2",6.26222177448794
"volunteer 1","E","RMS","DIG","2",6.27393978474079
"volunteer 2","E","RMS","DIG","2",23.1423670802675
"volunteer 3","E","RMS","DIG","2",14.4639056546367
"volunteer 4","E","RMS","DIG","2",11.0751096955041
"volunteer 5","E","RMS","DIG","2",5.80128906258026
"volunteer 1","I","RMS","DIG","2",6.83638252695821
"volunteer 2","I","RMS","DIG","2",16.243299242246
"volunteer 3","I","RMS","DIG","2",9.82841601407809
"volunteer 4","I","RMS","DIG","2",10.8494246439622
"volunteer 5","I","RMS","DIG","2",6.01713146242595
"volunteer 1","O","RMS","DIG","2",5.81064984538426
"volunteer 2","O","RMS","DIG","2",10.711362348823
"volunteer 3","O","RMS","DIG","2",8.73982838415524
"volunteer 4","O","RMS","DIG","2",16.139886453979
"volunteer 5","O","RMS","DIG","2",6.92824977156298
"volunteer 1","U","RMS","DIG","2",5.99091057862299
"volunteer 2","U","RMS","DIG","2",42.5953462512843
"volunteer 3","U","RMS","DIG","2",9.72548260391936
"volunteer 4","U","RMS","DIG","2",10.4767692046212
"volunteer 5","U","RMS","DIG","2",7.90192725681175
"volunteer 1","A","MAV","DIG","2",5.39827008011963
"volunteer 2","A","MAV","DIG","2",14.992774184717
"volunteer 3","A","MAV","DIG","2",10.3626108334714
"volunteer 4","A","MAV","DIG","2",9.55424914040168
"volunteer 5","A","MAV","DIG","2",4.84469946256731
"volunteer 1","E","MAV","DIG","2",4.81008754875699
"volunteer 2","E","MAV","DIG","2",17.7624474825596
"volunteer 3","E","MAV","DIG","2",10.8953102462955
"volunteer 4","E","MAV","DIG","2",8.31791218811193
"volunteer 5","E","MAV","DIG","2",4.51608193292475
"volunteer 1","I","MAV","DIG","2",5.1986357827892
"volunteer 2","I","MAV","DIG","2",13.1039053720765
"volunteer 3","I","MAV","DIG","2",7.72042954004762
"volunteer 4","I","MAV","DIG","2",8.16846080262499
"volunteer 5","I","MAV","DIG","2",4.59227332081784
"volunteer 1","O","MAV","DIG","2",4.37645100707533
"volunteer 2","O","MAV","DIG","2",8.47842889782105
"volunteer 3","O","MAV","DIG","2",6.71282805376349
"volunteer 4","O","MAV","DIG","2",11.8841084083869
"volunteer 5","O","MAV","DIG","2",5.28597466290704
"volunteer 1","U","MAV","DIG","2",4.63895070636539
"volunteer 2","U","MAV","DIG","2",32.0348852948096
"volunteer 3","U","MAV","DIG","2",7.63695579801267
"volunteer 4","U","MAV","DIG","2",8.03016342578548
"volunteer 5","U","MAV","DIG","2",6.08170715708709
"volunteer 1","A","RMS","OOS","3",6.00763153553003
"volunteer 2","A","RMS","OOS","3",8.93759326191992
"volunteer 3","A","RMS","OOS","3",12.3169999615291
"volunteer 4","A","RMS","OOS","3",5.86828360920819
"volunteer 5","A","RMS","OOS","3",7.81525929663559
"volunteer 1","E","RMS","OOS","3",7.18568954216546
"volunteer 2","E","RMS","OOS","3",12.6134049756588
"volunteer 3","E","RMS","OOS","3",11.9060868204266
"volunteer 4","E","RMS","OOS","3",6.16658311717411
"volunteer 5","E","RMS","OOS","3",11.5320841756105
"volunteer 1","I","RMS","OOS","3",7.89874102404525
"volunteer 2","I","RMS","OOS","3",8.9459485715798
"volunteer 3","I","RMS","OOS","3",10.5271022379332
"volunteer 4","I","RMS","OOS","3",5.75163660953611
"volunteer 5","I","RMS","OOS","3",10.1504395655513
"volunteer 1","O","RMS","OOS","3",12.6745035086732
"volunteer 2","O","RMS","OOS","3",9.57353180946173
"volunteer 3","O","RMS","OOS","3",13.3992082896856
"volunteer 4","O","RMS","OOS","3",20.0725240539881
"volunteer 5","O","RMS","OOS","3",14.0594546424135
"volunteer 1","U","RMS","OOS","3",21.3455871522158
"volunteer 2","U","RMS","OOS","3",17.4864297917354
"volunteer 3","U","RMS","OOS","3",37.4678878866377
"volunteer 4","U","RMS","OOS","3",28.1405653724588
"volunteer 5","U","RMS","OOS","3",74.0086971277369
"volunteer 1","A","MAV","OOS","3",4.62724679161231
"volunteer 2","A","MAV","OOS","3",6.64887305908497
"volunteer 3","A","MAV","OOS","3",9.71375563336665
"volunteer 4","A","MAV","OOS","3",4.45041251934201
"volunteer 5","A","MAV","OOS","3",5.44296315629997
"volunteer 1","E","MAV","OOS","3",5.50441928217081
"volunteer 2","E","MAV","OOS","3",9.71005417897465
"volunteer 3","E","MAV","OOS","3",9.44016685695382
"volunteer 4","E","MAV","OOS","3",4.73398486241568
"volunteer 5","E","MAV","OOS","3",8.09679737813956
"volunteer 1","I","MAV","OOS","3",5.91873205523957
"volunteer 2","I","MAV","OOS","3",6.77948353561066
"volunteer 3","I","MAV","OOS","3",8.40834433314953
"volunteer 4","I","MAV","OOS","3",4.39632444514577
"volunteer 5","I","MAV","OOS","3",7.03423731540579
"volunteer 1","O","MAV","OOS","3",9.01682723427352
"volunteer 2","O","MAV","OOS","3",7.18276691861638
"volunteer 3","O","MAV","OOS","3",10.422347941171
"volunteer 4","O","MAV","OOS","3",14.8918906639078
"volunteer 5","O","MAV","OOS","3",9.82398746578086
"volunteer 1","U","MAV","OOS","3",16.146061820312
"volunteer 2","U","MAV","OOS","3",12.5183002466244
"volunteer 3","U","MAV","OOS","3",27.5491180808231
"volunteer 4","U","MAV","OOS","3",20.9271284365209
"volunteer 5","U","MAV","OOS","3",55.3148817950649
"volunteer 1","A","RMS","OOI","3",12.4054089422681
"volunteer 2","A","RMS","OOI","3",27.1986877422181
"volunteer 3","A","RMS","OOI","3",10.5983245611066
"volunteer 4","A","RMS","OOI","3",27.0966503662423
"volunteer 5","A","RMS","OOI","3",30.9113284407463
"volunteer 1","E","RMS","OOI","3",9.91804950204937
"volunteer 2","E","RMS","OOI","3",44.3847938980881
"volunteer 3","E","RMS","OOI","3",7.82638345394314
"volunteer 4","E","RMS","OOI","3",23.0408597438254
"volunteer 5","E","RMS","OOI","3",30.8960087589176
"volunteer 1","I","RMS","OOI","3",13.9120129488324
"volunteer 2","I","RMS","OOI","3",42.4675187529471
"volunteer 3","I","RMS","OOI","3",6.71786545208043
"volunteer 4","I","RMS","OOI","3",23.3290778991105
"volunteer 5","I","RMS","OOI","3",21.1755317664789
"volunteer 1","O","RMS","OOI","3",9.49730900498442
"volunteer 2","O","RMS","OOI","3",15.3784414861674
"volunteer 3","O","RMS","OOI","3",10.581001991878
"volunteer 4","O","RMS","OOI","3",62.5939264182501
"volunteer 5","O","RMS","OOI","3",33.4677985784475
"volunteer 1","U","RMS","OOI","3",16.3970263810323
"volunteer 2","U","RMS","OOI","3",84.4638570764245
"volunteer 3","U","RMS","OOI","3",16.6110439692641
"volunteer 4","U","RMS","OOI","3",44.0481540996228
"volunteer 5","U","RMS","OOI","3",170.614500819061
"volunteer 1","A","MAV","OOI","3",9.18886806679068
"volunteer 2","A","MAV","OOI","3",18.7151228648672
"volunteer 3","A","MAV","OOI","3",8.06642131526222
"volunteer 4","A","MAV","OOI","3",19.8207261846759
"volunteer 5","A","MAV","OOI","3",21.3244424298861
"volunteer 1","E","MAV","OOI","3",7.3822487062882
"volunteer 2","E","MAV","OOI","3",30.0491988696444
"volunteer 3","E","MAV","OOI","3",6.15128341565517
"volunteer 4","E","MAV","OOI","3",17.3565532313852
"volunteer 5","E","MAV","OOI","3",20.9790643305461
"volunteer 1","I","MAV","OOI","3",10.3858498995972
"volunteer 2","I","MAV","OOI","3",28.1496473167845
"volunteer 3","I","MAV","OOI","3",5.19539988510986
"volunteer 4","I","MAV","OOI","3",17.5508940541317
"volunteer 5","I","MAV","OOI","3",14.9814111133844
"volunteer 1","O","MAV","OOI","3",6.56720058197909
"volunteer 2","O","MAV","OOI","3",9.99245825686448
"volunteer 3","O","MAV","OOI","3",7.93250152126505
"volunteer 4","O","MAV","OOI","3",47.4451973305184
"volunteer 5","O","MAV","OOI","3",23.903909952572
"volunteer 1","U","MAV","OOI","3",11.8913914219455
"volunteer 2","U","MAV","OOI","3",58.9744011657787
"volunteer 3","U","MAV","OOI","3",12.5248225953686
"volunteer 4","U","MAV","OOI","3",33.3739360334974
"volunteer 5","U","MAV","OOI","3",129.240837325704
"volunteer 1","A","RMS","LLS","3",11.338786952449
"volunteer 2","A","RMS","LLS","3",16.6808394888881
"volunteer 3","A","RMS","LLS","3",10.4970544789821
"volunteer 4","A","RMS","LLS","3",5.97642960762805
"volunteer 5","A","RMS","LLS","3",3.75850369688882
"volunteer 1","E","RMS","LLS","3",12.4264955034438
"volunteer 2","E","RMS","LLS","3",21.8330175050379
"volunteer 3","E","RMS","LLS","3",8.65652538533823
"volunteer 4","E","RMS","LLS","3",7.1916609119955
"volunteer 5","E","RMS","LLS","3",4.17175112258514
"volunteer 1","I","RMS","LLS","3",12.7902855975047
"volunteer 2","I","RMS","LLS","3",14.3203598751244
"volunteer 3","I","RMS","LLS","3",8.20349791159702
"volunteer 4","I","RMS","LLS","3",6.45534653155843
"volunteer 5","I","RMS","LLS","3",4.16824961710682
"volunteer 1","O","RMS","LLS","3",12.5001063716945
"volunteer 2","O","RMS","LLS","3",13.066330276514
"volunteer 3","O","RMS","LLS","3",11.5493890194225
"volunteer 4","O","RMS","LLS","3",8.90608915429218
"volunteer 5","O","RMS","LLS","3",4.03439105940923
"volunteer 1","U","RMS","LLS","3",16.8036920054666
"volunteer 2","U","RMS","LLS","3",24.3937834931399
"volunteer 3","U","RMS","LLS","3",21.7382076081
"volunteer 4","U","RMS","LLS","3",15.4937694115064
"volunteer 5","U","RMS","LLS","3",7.95667920643581
"volunteer 1","A","MAV","LLS","3",8.79265172358024
"volunteer 2","A","MAV","LLS","3",11.9114398344867
"volunteer 3","A","MAV","LLS","3",8.00470976052259
"volunteer 4","A","MAV","LLS","3",4.51362782932339
"volunteer 5","A","MAV","LLS","3",2.87920837123044
"volunteer 1","E","MAV","LLS","3",9.76305279934341
"volunteer 2","E","MAV","LLS","3",16.8412527417393
"volunteer 3","E","MAV","LLS","3",6.62618806286924
"volunteer 4","E","MAV","LLS","3",5.4511127101722
"volunteer 5","E","MAV","LLS","3",3.16126567315844
"volunteer 1","I","MAV","LLS","3",9.8768487519938
"volunteer 2","I","MAV","LLS","3",10.6264596958834
"volunteer 3","I","MAV","LLS","3",6.42436973372307
"volunteer 4","I","MAV","LLS","3",4.75557271347368
"volunteer 5","I","MAV","LLS","3",3.17690418439776
"volunteer 1","O","MAV","LLS","3",9.67407247427707
"volunteer 2","O","MAV","LLS","3",9.77337851486028
"volunteer 3","O","MAV","LLS","3",8.59407043986373
"volunteer 4","O","MAV","LLS","3",6.81612916435147
"volunteer 5","O","MAV","LLS","3",3.11307316927606
"volunteer 1","U","MAV","LLS","3",12.7845837342142
"volunteer 2","U","MAV","LLS","3",17.692126020709
"volunteer 3","U","MAV","LLS","3",16.2110034440203
"volunteer 4","U","MAV","LLS","3",11.4723253051293
"volunteer 5","U","MAV","LLS","3",5.9378132911894
"volunteer 1","A","RMS","DAO","3",18.4986002362117
"volunteer 2","A","RMS","DAO","3",14.8695741810058
"volunteer 3","A","RMS","DAO","3",27.4429308108716
"volunteer 4","A","RMS","DAO","3",6.66947989017607
"volunteer 5","A","RMS","DAO","3",5.33291245559129
"volunteer 1","E","RMS","DAO","3",13.499062322171
"volunteer 2","E","RMS","DAO","3",19.0517466484953
"volunteer 3","E","RMS","DAO","3",16.7456358205141
"volunteer 4","E","RMS","DAO","3",7.70163002228441
"volunteer 5","E","RMS","DAO","3",5.66152555091352
"volunteer 1","I","RMS","DAO","3",16.5492302278163
"volunteer 2","I","RMS","DAO","3",16.3468189014722
"volunteer 3","I","RMS","DAO","3",16.7075721530591
"volunteer 4","I","RMS","DAO","3",7.50070807773249
"volunteer 5","I","RMS","DAO","3",5.4402724333128
"volunteer 1","O","RMS","DAO","3",4.70153458064102
"volunteer 2","O","RMS","DAO","3",7.10871280514366
"volunteer 3","O","RMS","DAO","3",15.3515294694934
"volunteer 4","O","RMS","DAO","3",13.967061996095
"volunteer 5","O","RMS","DAO","3",12.0373860420482
"volunteer 1","U","RMS","DAO","3",7.51769022416151
"volunteer 2","U","RMS","DAO","3",30.1545485343356
"volunteer 3","U","RMS","DAO","3",16.879107671511
"volunteer 4","U","RMS","DAO","3",26.1572747359232
"volunteer 5","U","RMS","DAO","3",57.5394990384847
"volunteer 1","A","MAV","DAO","3",13.9422614490584
"volunteer 2","A","MAV","DAO","3",10.7646589153702
"volunteer 3","A","MAV","DAO","3",20.1366519571947
"volunteer 4","A","MAV","DAO","3",5.0788680432937
"volunteer 5","A","MAV","DAO","3",4.06993995646197
"volunteer 1","E","MAV","DAO","3",10.2962678066117
"volunteer 2","E","MAV","DAO","3",13.8094449903429
"volunteer 3","E","MAV","DAO","3",12.8004627206991
"volunteer 4","E","MAV","DAO","3",5.76471976075581
"volunteer 5","E","MAV","DAO","3",4.28831658084506
"volunteer 1","I","MAV","DAO","3",12.4819197038837
"volunteer 2","I","MAV","DAO","3",11.8346552769289
"volunteer 3","I","MAV","DAO","3",12.7445009689871
"volunteer 4","I","MAV","DAO","3",5.73703458672327
"volunteer 5","I","MAV","DAO","3",4.19631565384272
"volunteer 1","O","MAV","DAO","3",3.48467947240496
"volunteer 2","O","MAV","DAO","3",5.30776952646443
"volunteer 3","O","MAV","DAO","3",11.5877405605126
"volunteer 4","O","MAV","DAO","3",10.6259638431477
