"Participant","Session","Condition","VAS","PANASpos","PANASneg","Vividness","Valence","RRSbrooding","RRSreflection","Verbality","Age","Laterality","Gender"
140,"Post-induction","Mouthing",51.25,37,13,79.88,10,9,9,4,18,"D","F"
140,"Post-motor","Mouthing",71.75,37,13,79.88,10,9,9,4,18,"D","F"
141,"Baseline","Mouthing",64.88,29,22,53,5.88,12,16,1,22,"G","F"
141,"Post-induction","Mouthing",88.13,29,22,53,5.88,12,16,1,22,"G","F"
141,"Post-motor","Mouthing",39.13,29,22,53,5.88,12,16,1,22,"G","F"
142,"Baseline","Mouthing",27.5,31,16,65.75,34.88,12,12,1,30,"D","F"
142,"Post-induction","Mouthing",55,31,16,65.75,34.88,12,12,1,30,"D","F"
142,"Post-motor","Mouthing",60,31,16,65.75,34.88,12,12,1,30,"D","F"
143,"Baseline","Mouthing",15.5,39,13,38.25,45.88,15,14,2,18,"D","F"
143,"Post-induction","Mouthing",26.13,39,13,38.25,45.88,15,14,2,18,"D","F"
143,"Post-motor","Mouthing",31.75,39,13,38.25,45.88,15,14,2,18,"D","F"
144,"Baseline","Mouthing",2.63,33,18,100,0,14,17,1,20,"D","F"
144,"Post-induction","Mouthing",79.88,33,18,100,0,14,17,1,20,"D","F"
144,"Post-motor","Mouthing",85.88,33,18,100,0,14,17,1,20,"D","F"
145,"Baseline","Tapping",48.88,28,32,79.38,23,15,9,0.8,19,"D","F"
145,"Post-induction","Tapping",43.13,28,32,79.38,23,15,9,0.8,19,"D","F"
145,"Post-motor","Tapping",49.25,28,32,79.38,23,15,9,0.8,19,"D","F"
146,"Baseline","Tapping",69.25,24,13,38,11.25,12,7,1,30,"G","F"
146,"Post-induction","Tapping",61.75,24,13,38,11.25,12,7,1,30,"G","F"
146,"Post-motor","Tapping",32.63,24,13,38,11.25,12,7,1,30,"G","F"
147,"Baseline","Mouthing",30,31,16,75.13,7.88,14,13,4,18,"G","F"
147,"Post-induction","Mouthing",61.63,31,16,75.13,7.88,14,13,4,18,"G","F"
147,"Post-motor","Mouthing",80.13,31,16,75.13,7.88,14,13,4,18,"G","F"
148,"Baseline","Tapping",21.13,36,16,4.88,51.25,19,13,3,22,"D","H"
148,"Post-induction","Tapping",10.25,36,16,4.88,51.25,19,13,3,22,"D","H"
148,"Post-motor","Tapping",34.88,36,16,4.88,51.25,19,13,3,22,"D","H"
149,"Baseline","Tapping",16.88,32,14,9,39,9,12,2,19,"D","F"
149,"Post-induction","Tapping",4,32,14,9,39,9,12,2,19,"D","F"
149,"Post-motor","Tapping",9.13,32,14,9,39,9,12,2,19,"D","F"
150,"Baseline","Tapping",51.13,31,15,49,27.38,14,12,0.666666666666667,22,"D","H"
150,"Post-induction","Tapping",43.88,31,15,49,27.38,14,12,0.666666666666667,22,"D","H"
150,"Post-motor","Tapping",43.88,31,15,49,27.38,14,12,0.666666666666667,22,"D","H"
151,"Baseline","Tapping",18.13,28,23,28.25,63.5,10,10,2,23,"D","F"
151,"Post-induction","Tapping",32.38,28,23,28.25,63.5,10,10,2,23,"D","F"
151,"Post-motor","Tapping",8.88,28,23,28.25,63.5,10,10,2,23,"D","F"
152,"Baseline","Tapping",57.13,21,18,63.88,63.13,15,13,5,20,"D","F"
152,"Post-induction","Tapping",75.25,21,18,63.88,63.13,15,13,5,20,"D","F"
152,"Post-motor","Tapping",49.38,21,18,63.88,63.13,15,13,5,20,"D","F"
153,"Baseline","Mouthing",10.38,35,14,80.63,76.75,14,15,1.33333333333333,24,"D","F"
153,"Post-induction","Mouthing",100,35,14,80.63,76.75,14,15,1.33333333333333,24,"D","F"
153,"Post-motor","Mouthing",25.62,35,14,80.63,76.75,14,15,1.33333333333333,24,"D","F"
154,"Baseline","Tapping",15.88,31,13,49.5,19.5,9,14,1.25,18,"D","F"
154,"Post-induction","Tapping",57,31,13,49.5,19.5,9,14,1.25,18,"D","F"
154,"Post-motor","Tapping",54.87,31,13,49.5,19.5,9,14,1.25,18,"D","F"
155,"Baseline","Mouthing",0,24,11,55.25,0,9,6,1.66666666666667,22,"D","F"
155,"Post-induction","Mouthing",64.25,24,11,55.25,0,9,6,1.66666666666667,22,"D","F"
155,"Post-motor","Mouthing",60.75,24,11,55.25,0,9,6,1.66666666666667,22,"D","F"
156,"Baseline","Tapping",37.13,33,19,57.88,58.38,14,13,5,20,"D","H"
156,"Post-induction","Tapping",84.38,33,19,57.88,58.38,14,13,5,20,"D","H"
156,"Post-motor","Tapping",73,33,19,57.88,58.38,14,13,5,20,"D","H"
157,"Baseline","Tapping",0,33,11,28.5,49.88,8,5,4,25,"G","F"
157,"Post-induction","Tapping",53.75,33,11,28.5,49.88,8,5,4,25,"G","F"
157,"Post-motor","Tapping",45.13,33,11,28.5,49.88,8,5,4,25,"G","F"
158,"Baseline","Mouthing",0,29,8,78.75,0,6,9,0.8,22,"F","F"
158,"Post-induction","Mouthing",0,29,8,78.75,0,6,9,0.8,22,"F","F"
158,"Post-motor","Mouthing",0,29,8,78.75,0,6,9,0.8,22,"F","F"
